D,supply,osm_coeff,no_saturation,fast_pseudo,Keq_1,Keq_2,K_1,K_2,id
2.4709112279856e-05,2.77240799674178e-06,0,0,0,10,10,1,1,9280
2.4709112279856e-05,2.91263265490874e-06,0,0,0,10,10,1,1,9281
2.4709112279856e-05,3.0599496872072e-06,0,0,0,10,10,1,1,9282
2.4709112279856e-05,3.21471781635738e-06,0,0,0,10,10,1,1,9283
2.4709112279856e-05,3.37731390879101e-06,0,0,0,10,10,1,1,9284
2.4709112279856e-05,3.54813389233575e-06,0,0,0,10,10,1,1,9285
2.4709112279856e-05,3.72759372031494e-06,0,0,0,10,10,1,1,9286
2.4709112279856e-05,3.91613038441012e-06,0,0,0,10,10,1,1,9287
2.4709112279856e-05,4.11420297875284e-06,0,0,0,10,10,1,1,9288
2.4709112279856e-05,4.32229381783682e-06,0,0,0,10,10,1,1,9289
2.4709112279856e-05,4.54090961097247e-06,0,0,0,10,10,1,1,9290
2.4709112279856e-05,4.77058269614393e-06,0,0,0,10,10,1,1,9291
2.4709112279856e-05,5.01187233627272e-06,0,0,0,10,10,1,1,9292
2.4709112279856e-05,5.26536608104486e-06,0,0,0,10,10,1,1,9293
2.4709112279856e-05,5.53168119761723e-06,0,0,0,10,10,1,1,9294
2.4709112279856e-05,5.81146617368716e-06,0,0,0,10,10,1,1,9295
2.4709112279856e-05,6.10540229658533e-06,0,0,0,10,10,1,1,9296
2.4709112279856e-05,6.41420531223692e-06,0,0,0,10,10,1,1,9297
2.4709112279856e-05,6.73862716803095e-06,0,0,0,10,10,1,1,9298
2.4709112279856e-05,7.07945784384137e-06,0,0,0,10,10,1,1,9299
2.4709112279856e-05,7.43752727565905e-06,0,0,0,10,10,1,1,9300
2.4709112279856e-05,7.81370737651809e-06,0,0,0,10,10,1,1,9301
2.4709112279856e-05,8.20891415963826e-06,0,0,0,10,10,1,1,9302
2.4709112279856e-05,8.62410996895275e-06,0,0,0,10,10,1,1,9303
2.4709112279856e-05,9.06030582245338e-06,0,0,0,10,10,1,1,9304
2.4709112279856e-05,9.51856387405862e-06,0,0,0,10,10,1,1,9305
2.4709112279856e-05,1e-05,0,0,0,10,10,1,1,9306
2.5958865861264e-05,1e-08,0,0,0,10,10,1,1,9307
2.5958865861264e-05,1.05057865160242e-08,0,0,0,10,10,1,1,9308
2.5958865861264e-05,1.10371550320276e-08,0,0,0,10,10,1,1,9309
2.5958865861264e-05,1.15953994510744e-08,0,0,0,10,10,1,1,9310
2.5958865861264e-05,1.21818791201011e-08,0,0,0,10,10,1,1,9311
2.5958865861264e-05,1.27980221399795e-08,0,0,0,10,10,1,1,9312
2.5958865861264e-05,1.34453288429976e-08,0,0,0,10,10,1,1,9313
2.5958865861264e-05,1.41253754462276e-08,0,0,0,10,10,1,1,9314
2.5958865861264e-05,1.48398178896757e-08,0,0,0,10,10,1,1,9315
2.5958865861264e-05,1.55903958685609e-08,0,0,0,10,10,1,1,9316
2.5958865861264e-05,1.63789370695406e-08,0,0,0,10,10,1,1,9317
2.5958865861264e-05,1.72073616211989e-08,0,0,0,10,10,1,1,9318
2.5958865861264e-05,1.80776867696343e-08,0,0,0,10,10,1,1,9319
2.5958865861264e-05,1.89920317905333e-08,0,0,0,10,10,1,1,9320
2.5958865861264e-05,1.99526231496888e-08,0,0,0,10,10,1,1,9321
2.5958865861264e-05,2.09617999245313e-08,0,0,0,10,10,1,1,9322
2.5958865861264e-05,2.20220194998737e-08,0,0,0,10,10,1,1,9323
2.5958865861264e-05,2.31358635517395e-08,0,0,0,10,10,1,1,9324
2.5958865861264e-05,2.43060443338441e-08,0,0,0,10,10,1,1,9325
2.5958865861264e-05,2.55354112820386e-08,0,0,0,10,10,1,1,9326
2.5958865861264e-05,2.68269579527973e-08,0,0,0,10,10,1,1,9327
2.5958865861264e-05,2.81838293126446e-08,0,0,0,10,10,1,1,9328
2.5958865861264e-05,2.96093293962708e-08,0,0,0,10,10,1,1,9329
2.5958865861264e-05,3.11069293519861e-08,0,0,0,10,10,1,1,9330
2.5958865861264e-05,3.26802758941013e-08,0,0,0,10,10,1,1,9331
2.5958865861264e-05,3.43332001828199e-08,0,0,0,10,10,1,1,9332
2.5958865861264e-05,3.60697271532629e-08,0,0,0,10,10,1,1,9333
2.5958865861264e-05,3.78940853163421e-08,0,0,0,10,10,1,1,9334
2.5958865861264e-05,3.98107170553497e-08,0,0,0,10,10,1,1,9335
2.5958865861264e-05,4.18242894433348e-08,0,0,0,10,10,1,1,9336
2.5958865861264e-05,4.3939705607608e-08,0,0,0,10,10,1,1,9337
2.5958865861264e-05,4.6162116669048e-08,0,0,0,10,10,1,1,9338
2.5958865861264e-05,4.8496934285282e-08,0,0,0,10,10,1,1,9339
2.5958865861264e-05,5.09498438282827e-08,0,0,0,10,10,1,1,9340
2.5958865861264e-05,5.35268182284711e-08,0,0,0,10,10,1,1,9341
2.5958865861264e-05,5.62341325190349e-08,0,0,0,10,10,1,1,9342
2.5958865861264e-05,5.90783791158794e-08,0,0,0,10,10,1,1,9343
2.5958865861264e-05,6.20664838704171e-08,0,0,0,10,10,1,1,9344
2.5958865861264e-05,6.52057229342861e-08,0,0,0,10,10,1,1,9345
2.5958865861264e-05,6.85037404770632e-08,0,0,0,10,10,1,1,9346
2.5958865861264e-05,7.19685673001151e-08,0,0,0,10,10,1,1,9347
2.5958865861264e-05,7.56086403919129e-08,0,0,0,10,10,1,1,9348
2.5958865861264e-05,7.94328234724282e-08,0,0,0,10,10,1,1,9349
2.5958865861264e-05,8.34504285766366e-08,0,0,0,10,10,1,1,9350
2.5958865861264e-05,8.76712387296869e-08,0,0,0,10,10,1,1,9351
2.5958865861264e-05,9.21055317689482e-08,0,0,0,10,10,1,1,9352
2.5958865861264e-05,9.67641053709454e-08,0,0,0,10,10,1,1,9353
2.5958865861264e-05,1.01658303344122e-07,0,0,0,10,10,1,1,9354
2.5958865861264e-05,1.06800043251458e-07,0,0,0,10,10,1,1,9355
2.5958865861264e-05,1.12201845430196e-07,0,0,0,10,10,1,1,9356
2.5958865861264e-05,1.17876863479359e-07,0,0,0,10,10,1,1,9357
2.5958865861264e-05,1.23838916289267e-07,0,0,0,10,10,1,1,9358
2.5958865861264e-05,1.30102521691083e-07,0,0,0,10,10,1,1,9359
2.5958865861264e-05,1.36682931808293e-07,0,0,0,10,10,1,1,9360
2.5958865861264e-05,1.43596170196222e-07,0,0,0,10,10,1,1,9361
2.5958865861264e-05,1.50859070860018e-07,0,0,0,10,10,1,1,9362
2.5958865861264e-05,1.58489319246111e-07,0,0,0,10,10,1,1,9363
2.5958865861264e-05,1.66505495306965e-07,0,0,0,10,10,1,1,9364
2.5958865861264e-05,1.74927118743984e-07,0,0,0,10,10,1,1,9365
2.5958865861264e-05,1.83774696538751e-07,0,0,0,10,10,1,1,9366
2.5958865861264e-05,1.93069772888325e-07,0,0,0,10,10,1,1,9367
2.5958865861264e-05,2.02834981666202e-07,0,0,0,10,10,1,1,9368
2.5958865861264e-05,2.1309410153668e-07,0,0,0,10,10,1,1,9369
2.5958865861264e-05,2.23872113856834e-07,0,0,0,10,10,1,1,9370
2.5958865861264e-05,2.35195263507096e-07,0,0,0,10,10,1,1,9371
2.5958865861264e-05,2.4709112279856e-07,0,0,0,10,10,1,1,9372
2.5958865861264e-05,2.5958865861264e-07,0,0,0,10,10,1,1,9373
2.5958865861264e-05,2.72718302936548e-07,0,0,0,10,10,1,1,9374
2.5958865861264e-05,2.86512026966378e-07,0,0,0,10,10,1,1,9375
2.5958865861264e-05,3.01003418958214e-07,0,0,0,10,10,1,1,9376
2.5958865861264e-05,3.16227766016838e-07,0,0,0,10,10,1,1,9377
2.5958865861264e-05,3.32222140021215e-07,0,0,0,10,10,1,1,9378
2.5958865861264e-05,3.49025487895958e-07,0,0,0,10,10,1,1,9379
2.5958865861264e-05,3.66678726448612e-07,0,0,0,10,10,1,1,9380
2.5958865861264e-05,3.85224842003675e-07,0,0,0,10,10,1,1,9381
2.5958865861264e-05,4.04708995075977e-07,0,0,0,10,10,1,1,9382
2.5958865861264e-05,4.25178630338289e-07,0,0,0,10,10,1,1,9383
2.5958865861264e-05,4.46683592150963e-07,0,0,0,10,10,1,1,9384
2.5958865861264e-05,4.69276245934884e-07,0,0,0,10,10,1,1,9385
2.5958865861264e-05,4.93011605683316e-07,0,0,0,10,10,1,1,9386
2.5958865861264e-05,5.17947467923121e-07,0,0,0,10,10,1,1,9387
2.5958865861264e-05,5.4414455245156e-07,0,0,0,10,10,1,1,9388
2.5958865861264e-05,5.71666650191362e-07,0,0,0,10,10,1,1,9389
2.5958865861264e-05,6.00580778524112e-07,0,0,0,10,10,1,1,9390
2.5958865861264e-05,6.30957344480193e-07,0,0,0,10,10,1,1,9391
2.5958865861264e-05,6.62870316182644e-07,0,0,0,10,10,1,1,9392
2.5958865861264e-05,6.96397402962431e-07,0,0,0,10,10,1,1,9393
2.5958865861264e-05,7.31620244583698e-07,0,0,0,10,10,1,1,9394
2.5958865861264e-05,7.68624610039775e-07,0,0,0,10,10,1,1,9395
2.5958865861264e-05,8.07500606404022e-07,0,0,0,10,10,1,1,9396
2.5958865861264e-05,8.48342898244073e-07,0,0,0,10,10,1,1,9397
2.5958865861264e-05,8.91250938133746e-07,0,0,0,10,10,1,1,9398
2.5958865861264e-05,9.36329208823942e-07,0,0,0,10,10,1,1,9399
2.5958865861264e-05,9.83687477662216e-07,0,0,0,10,10,1,1,9400
2.5958865861264e-05,1.03344106388056e-06,0,0,0,10,10,1,1,9401
2.5958865861264e-05,1.0857111194022e-06,0,0,0,10,10,1,1,9402
2.5958865861264e-05,1.14062492385132e-06,0,0,0,10,10,1,1,9403
2.5958865861264e-05,1.19831619448383e-06,0,0,0,10,10,1,1,9404
2.5958865861264e-05,1.25892541179417e-06,0,0,0,10,10,1,1,9405
2.5958865861264e-05,1.32260016159074e-06,0,0,0,10,10,1,1,9406
2.5958865861264e-05,1.38949549437314e-06,0,0,0,10,10,1,1,9407
2.5958865861264e-05,1.45977430288617e-06,0,0,0,10,10,1,1,9408
2.5958865861264e-05,1.53360771877001e-06,0,0,0,10,10,1,1,9409
2.5958865861264e-05,1.61117552927246e-06,0,0,0,10,10,1,1,9410
2.5958865861264e-05,1.69266661503788e-06,0,0,0,10,10,1,1,9411
2.5958865861264e-05,1.77827941003892e-06,0,0,0,10,10,1,1,9412
2.5958865861264e-05,1.86822238477104e-06,0,0,0,10,10,1,1,9413
2.5958865861264e-05,1.96271455388621e-06,0,0,0,10,10,1,1,9414
2.5958865861264e-05,2.06198600950222e-06,0,0,0,10,10,1,1,9415
2.5958865861264e-05,2.16627848148589e-06,0,0,0,10,10,1,1,9416
2.5958865861264e-05,2.27584592607479e-06,0,0,0,10,10,1,1,9417
2.5958865861264e-05,2.39095514427051e-06,0,0,0,10,10,1,1,9418
2.5958865861264e-05,2.51188643150958e-06,0,0,0,10,10,1,1,9419
2.5958865861264e-05,2.63893426019374e-06,0,0,0,10,10,1,1,9420
2.5958865861264e-05,2.77240799674178e-06,0,0,0,10,10,1,1,9421
2.5958865861264e-05,2.91263265490874e-06,0,0,0,10,10,1,1,9422
2.5958865861264e-05,3.0599496872072e-06,0,0,0,10,10,1,1,9423
2.5958865861264e-05,3.21471781635738e-06,0,0,0,10,10,1,1,9424
2.5958865861264e-05,3.37731390879101e-06,0,0,0,10,10,1,1,9425
2.5958865861264e-05,3.54813389233575e-06,0,0,0,10,10,1,1,9426
2.5958865861264e-05,3.72759372031494e-06,0,0,0,10,10,1,1,9427
2.5958865861264e-05,3.91613038441012e-06,0,0,0,10,10,1,1,9428
2.5958865861264e-05,4.11420297875284e-06,0,0,0,10,10,1,1,9429
2.5958865861264e-05,4.32229381783682e-06,0,0,0,10,10,1,1,9430
2.5958865861264e-05,4.54090961097247e-06,0,0,0,10,10,1,1,9431
2.5958865861264e-05,4.77058269614393e-06,0,0,0,10,10,1,1,9432
2.5958865861264e-05,5.01187233627272e-06,0,0,0,10,10,1,1,9433
2.5958865861264e-05,5.26536608104486e-06,0,0,0,10,10,1,1,9434
2.5958865861264e-05,5.53168119761723e-06,0,0,0,10,10,1,1,9435
2.5958865861264e-05,5.81146617368716e-06,0,0,0,10,10,1,1,9436
2.5958865861264e-05,6.10540229658533e-06,0,0,0,10,10,1,1,9437
2.5958865861264e-05,6.41420531223692e-06,0,0,0,10,10,1,1,9438
2.5958865861264e-05,6.73862716803095e-06,0,0,0,10,10,1,1,9439
2.5958865861264e-05,7.07945784384137e-06,0,0,0,10,10,1,1,9440
2.5958865861264e-05,7.43752727565905e-06,0,0,0,10,10,1,1,9441
2.5958865861264e-05,7.81370737651809e-06,0,0,0,10,10,1,1,9442
2.5958865861264e-05,8.20891415963826e-06,0,0,0,10,10,1,1,9443
2.5958865861264e-05,8.62410996895275e-06,0,0,0,10,10,1,1,9444
2.5958865861264e-05,9.06030582245338e-06,0,0,0,10,10,1,1,9445
2.5958865861264e-05,9.51856387405862e-06,0,0,0,10,10,1,1,9446
2.5958865861264e-05,1e-05,0,0,0,10,10,1,1,9447
2.72718302936548e-05,1e-08,0,0,0,10,10,1,1,9448
2.72718302936548e-05,1.05057865160242e-08,0,0,0,10,10,1,1,9449
2.72718302936548e-05,1.10371550320276e-08,0,0,0,10,10,1,1,9450
2.72718302936548e-05,1.15953994510744e-08,0,0,0,10,10,1,1,9451
2.72718302936548e-05,1.21818791201011e-08,0,0,0,10,10,1,1,9452
2.72718302936548e-05,1.27980221399795e-08,0,0,0,10,10,1,1,9453
2.72718302936548e-05,1.34453288429976e-08,0,0,0,10,10,1,1,9454
2.72718302936548e-05,1.41253754462276e-08,0,0,0,10,10,1,1,9455
2.72718302936548e-05,1.48398178896757e-08,0,0,0,10,10,1,1,9456
2.72718302936548e-05,1.55903958685609e-08,0,0,0,10,10,1,1,9457
2.72718302936548e-05,1.63789370695406e-08,0,0,0,10,10,1,1,9458
2.72718302936548e-05,1.72073616211989e-08,0,0,0,10,10,1,1,9459
2.72718302936548e-05,1.80776867696343e-08,0,0,0,10,10,1,1,9460
2.72718302936548e-05,1.89920317905333e-08,0,0,0,10,10,1,1,9461
2.72718302936548e-05,1.99526231496888e-08,0,0,0,10,10,1,1,9462
2.72718302936548e-05,2.09617999245313e-08,0,0,0,10,10,1,1,9463
2.72718302936548e-05,2.20220194998737e-08,0,0,0,10,10,1,1,9464
2.72718302936548e-05,2.31358635517395e-08,0,0,0,10,10,1,1,9465
2.72718302936548e-05,2.43060443338441e-08,0,0,0,10,10,1,1,9466
2.72718302936548e-05,2.55354112820386e-08,0,0,0,10,10,1,1,9467
2.72718302936548e-05,2.68269579527973e-08,0,0,0,10,10,1,1,9468
2.72718302936548e-05,2.81838293126446e-08,0,0,0,10,10,1,1,9469
2.72718302936548e-05,2.96093293962708e-08,0,0,0,10,10,1,1,9470
2.72718302936548e-05,3.11069293519861e-08,0,0,0,10,10,1,1,9471
2.72718302936548e-05,3.26802758941013e-08,0,0,0,10,10,1,1,9472
2.72718302936548e-05,3.43332001828199e-08,0,0,0,10,10,1,1,9473
2.72718302936548e-05,3.60697271532629e-08,0,0,0,10,10,1,1,9474
2.72718302936548e-05,3.78940853163421e-08,0,0,0,10,10,1,1,9475
2.72718302936548e-05,3.98107170553497e-08,0,0,0,10,10,1,1,9476
2.72718302936548e-05,4.18242894433348e-08,0,0,0,10,10,1,1,9477
2.72718302936548e-05,4.3939705607608e-08,0,0,0,10,10,1,1,9478
2.72718302936548e-05,4.6162116669048e-08,0,0,0,10,10,1,1,9479
2.72718302936548e-05,4.8496934285282e-08,0,0,0,10,10,1,1,9480
2.72718302936548e-05,5.09498438282827e-08,0,0,0,10,10,1,1,9481
2.72718302936548e-05,5.35268182284711e-08,0,0,0,10,10,1,1,9482
2.72718302936548e-05,5.62341325190349e-08,0,0,0,10,10,1,1,9483
2.72718302936548e-05,5.90783791158794e-08,0,0,0,10,10,1,1,9484
2.72718302936548e-05,6.20664838704171e-08,0,0,0,10,10,1,1,9485
2.72718302936548e-05,6.52057229342861e-08,0,0,0,10,10,1,1,9486
2.72718302936548e-05,6.85037404770632e-08,0,0,0,10,10,1,1,9487
2.72718302936548e-05,7.19685673001151e-08,0,0,0,10,10,1,1,9488
2.72718302936548e-05,7.56086403919129e-08,0,0,0,10,10,1,1,9489
2.72718302936548e-05,7.94328234724282e-08,0,0,0,10,10,1,1,9490
2.72718302936548e-05,8.34504285766366e-08,0,0,0,10,10,1,1,9491
2.72718302936548e-05,8.76712387296869e-08,0,0,0,10,10,1,1,9492
2.72718302936548e-05,9.21055317689482e-08,0,0,0,10,10,1,1,9493
2.72718302936548e-05,9.67641053709454e-08,0,0,0,10,10,1,1,9494
2.72718302936548e-05,1.01658303344122e-07,0,0,0,10,10,1,1,9495
2.72718302936548e-05,1.06800043251458e-07,0,0,0,10,10,1,1,9496
2.72718302936548e-05,1.12201845430196e-07,0,0,0,10,10,1,1,9497
2.72718302936548e-05,1.17876863479359e-07,0,0,0,10,10,1,1,9498
2.72718302936548e-05,1.23838916289267e-07,0,0,0,10,10,1,1,9499
2.72718302936548e-05,1.30102521691083e-07,0,0,0,10,10,1,1,9500
2.72718302936548e-05,1.36682931808293e-07,0,0,0,10,10,1,1,9501
2.72718302936548e-05,1.43596170196222e-07,0,0,0,10,10,1,1,9502
2.72718302936548e-05,1.50859070860018e-07,0,0,0,10,10,1,1,9503
2.72718302936548e-05,1.58489319246111e-07,0,0,0,10,10,1,1,9504
2.72718302936548e-05,1.66505495306965e-07,0,0,0,10,10,1,1,9505
2.72718302936548e-05,1.74927118743984e-07,0,0,0,10,10,1,1,9506
2.72718302936548e-05,1.83774696538751e-07,0,0,0,10,10,1,1,9507
2.72718302936548e-05,1.93069772888325e-07,0,0,0,10,10,1,1,9508
2.72718302936548e-05,2.02834981666202e-07,0,0,0,10,10,1,1,9509
2.72718302936548e-05,2.1309410153668e-07,0,0,0,10,10,1,1,9510
2.72718302936548e-05,2.23872113856834e-07,0,0,0,10,10,1,1,9511
2.72718302936548e-05,2.35195263507096e-07,0,0,0,10,10,1,1,9512
2.72718302936548e-05,2.4709112279856e-07,0,0,0,10,10,1,1,9513
2.72718302936548e-05,2.5958865861264e-07,0,0,0,10,10,1,1,9514
2.72718302936548e-05,2.72718302936548e-07,0,0,0,10,10,1,1,9515
2.72718302936548e-05,2.86512026966378e-07,0,0,0,10,10,1,1,9516
2.72718302936548e-05,3.01003418958214e-07,0,0,0,10,10,1,1,9517
2.72718302936548e-05,3.16227766016838e-07,0,0,0,10,10,1,1,9518
2.72718302936548e-05,3.32222140021215e-07,0,0,0,10,10,1,1,9519
2.72718302936548e-05,3.49025487895958e-07,0,0,0,10,10,1,1,9520
2.72718302936548e-05,3.66678726448612e-07,0,0,0,10,10,1,1,9521
2.72718302936548e-05,3.85224842003675e-07,0,0,0,10,10,1,1,9522
2.72718302936548e-05,4.04708995075977e-07,0,0,0,10,10,1,1,9523
2.72718302936548e-05,4.25178630338289e-07,0,0,0,10,10,1,1,9524
2.72718302936548e-05,4.46683592150963e-07,0,0,0,10,10,1,1,9525
2.72718302936548e-05,4.69276245934884e-07,0,0,0,10,10,1,1,9526
2.72718302936548e-05,4.93011605683316e-07,0,0,0,10,10,1,1,9527
2.72718302936548e-05,5.17947467923121e-07,0,0,0,10,10,1,1,9528
2.72718302936548e-05,5.4414455245156e-07,0,0,0,10,10,1,1,9529
2.72718302936548e-05,5.71666650191362e-07,0,0,0,10,10,1,1,9530
2.72718302936548e-05,6.00580778524112e-07,0,0,0,10,10,1,1,9531
2.72718302936548e-05,6.30957344480193e-07,0,0,0,10,10,1,1,9532
2.72718302936548e-05,6.62870316182644e-07,0,0,0,10,10,1,1,9533
2.72718302936548e-05,6.96397402962431e-07,0,0,0,10,10,1,1,9534
2.72718302936548e-05,7.31620244583698e-07,0,0,0,10,10,1,1,9535
2.72718302936548e-05,7.68624610039775e-07,0,0,0,10,10,1,1,9536
2.72718302936548e-05,8.07500606404022e-07,0,0,0,10,10,1,1,9537
2.72718302936548e-05,8.48342898244073e-07,0,0,0,10,10,1,1,9538
2.72718302936548e-05,8.91250938133746e-07,0,0,0,10,10,1,1,9539
2.72718302936548e-05,9.36329208823942e-07,0,0,0,10,10,1,1,9540
2.72718302936548e-05,9.83687477662216e-07,0,0,0,10,10,1,1,9541
2.72718302936548e-05,1.03344106388056e-06,0,0,0,10,10,1,1,9542
2.72718302936548e-05,1.0857111194022e-06,0,0,0,10,10,1,1,9543
2.72718302936548e-05,1.14062492385132e-06,0,0,0,10,10,1,1,9544
2.72718302936548e-05,1.19831619448383e-06,0,0,0,10,10,1,1,9545
2.72718302936548e-05,1.25892541179417e-06,0,0,0,10,10,1,1,9546
2.72718302936548e-05,1.32260016159074e-06,0,0,0,10,10,1,1,9547
2.72718302936548e-05,1.38949549437314e-06,0,0,0,10,10,1,1,9548
2.72718302936548e-05,1.45977430288617e-06,0,0,0,10,10,1,1,9549
2.72718302936548e-05,1.53360771877001e-06,0,0,0,10,10,1,1,9550
2.72718302936548e-05,1.61117552927246e-06,0,0,0,10,10,1,1,9551
2.72718302936548e-05,1.69266661503788e-06,0,0,0,10,10,1,1,9552
2.72718302936548e-05,1.77827941003892e-06,0,0,0,10,10,1,1,9553
2.72718302936548e-05,1.86822238477104e-06,0,0,0,10,10,1,1,9554
2.72718302936548e-05,1.96271455388621e-06,0,0,0,10,10,1,1,9555
2.72718302936548e-05,2.06198600950222e-06,0,0,0,10,10,1,1,9556
2.72718302936548e-05,2.16627848148589e-06,0,0,0,10,10,1,1,9557
2.72718302936548e-05,2.27584592607479e-06,0,0,0,10,10,1,1,9558
2.72718302936548e-05,2.39095514427051e-06,0,0,0,10,10,1,1,9559
2.72718302936548e-05,2.51188643150958e-06,0,0,0,10,10,1,1,9560
2.72718302936548e-05,2.63893426019374e-06,0,0,0,10,10,1,1,9561
2.72718302936548e-05,2.77240799674178e-06,0,0,0,10,10,1,1,9562
2.72718302936548e-05,2.91263265490874e-06,0,0,0,10,10,1,1,9563
2.72718302936548e-05,3.0599496872072e-06,0,0,0,10,10,1,1,9564
2.72718302936548e-05,3.21471781635738e-06,0,0,0,10,10,1,1,9565
2.72718302936548e-05,3.37731390879101e-06,0,0,0,10,10,1,1,9566
2.72718302936548e-05,3.54813389233575e-06,0,0,0,10,10,1,1,9567
2.72718302936548e-05,3.72759372031494e-06,0,0,0,10,10,1,1,9568
2.72718302936548e-05,3.91613038441012e-06,0,0,0,10,10,1,1,9569
2.72718302936548e-05,4.11420297875284e-06,0,0,0,10,10,1,1,9570
2.72718302936548e-05,4.32229381783682e-06,0,0,0,10,10,1,1,9571
2.72718302936548e-05,4.54090961097247e-06,0,0,0,10,10,1,1,9572
2.72718302936548e-05,4.77058269614393e-06,0,0,0,10,10,1,1,9573
2.72718302936548e-05,5.01187233627272e-06,0,0,0,10,10,1,1,9574
2.72718302936548e-05,5.26536608104486e-06,0,0,0,10,10,1,1,9575
2.72718302936548e-05,5.53168119761723e-06,0,0,0,10,10,1,1,9576
2.72718302936548e-05,5.81146617368716e-06,0,0,0,10,10,1,1,9577
2.72718302936548e-05,6.10540229658533e-06,0,0,0,10,10,1,1,9578
2.72718302936548e-05,6.41420531223692e-06,0,0,0,10,10,1,1,9579
2.72718302936548e-05,6.73862716803095e-06,0,0,0,10,10,1,1,9580
2.72718302936548e-05,7.07945784384137e-06,0,0,0,10,10,1,1,9581
2.72718302936548e-05,7.43752727565905e-06,0,0,0,10,10,1,1,9582
2.72718302936548e-05,7.81370737651809e-06,0,0,0,10,10,1,1,9583
2.72718302936548e-05,8.20891415963826e-06,0,0,0,10,10,1,1,9584
2.72718302936548e-05,8.62410996895275e-06,0,0,0,10,10,1,1,9585
2.72718302936548e-05,9.06030582245338e-06,0,0,0,10,10,1,1,9586
2.72718302936548e-05,9.51856387405862e-06,0,0,0,10,10,1,1,9587
2.72718302936548e-05,1e-05,0,0,0,10,10,1,1,9588
2.86512026966378e-05,1e-08,0,0,0,10,10,1,1,9589
2.86512026966378e-05,1.05057865160242e-08,0,0,0,10,10,1,1,9590
2.86512026966378e-05,1.10371550320276e-08,0,0,0,10,10,1,1,9591
2.86512026966378e-05,1.15953994510744e-08,0,0,0,10,10,1,1,9592
2.86512026966378e-05,1.21818791201011e-08,0,0,0,10,10,1,1,9593
2.86512026966378e-05,1.27980221399795e-08,0,0,0,10,10,1,1,9594
2.86512026966378e-05,1.34453288429976e-08,0,0,0,10,10,1,1,9595
2.86512026966378e-05,1.41253754462276e-08,0,0,0,10,10,1,1,9596
2.86512026966378e-05,1.48398178896757e-08,0,0,0,10,10,1,1,9597
2.86512026966378e-05,1.55903958685609e-08,0,0,0,10,10,1,1,9598
2.86512026966378e-05,1.63789370695406e-08,0,0,0,10,10,1,1,9599
2.86512026966378e-05,1.72073616211989e-08,0,0,0,10,10,1,1,9600
2.86512026966378e-05,1.80776867696343e-08,0,0,0,10,10,1,1,9601
2.86512026966378e-05,1.89920317905333e-08,0,0,0,10,10,1,1,9602
2.86512026966378e-05,1.99526231496888e-08,0,0,0,10,10,1,1,9603
2.86512026966378e-05,2.09617999245313e-08,0,0,0,10,10,1,1,9604
2.86512026966378e-05,2.20220194998737e-08,0,0,0,10,10,1,1,9605
2.86512026966378e-05,2.31358635517395e-08,0,0,0,10,10,1,1,9606
2.86512026966378e-05,2.43060443338441e-08,0,0,0,10,10,1,1,9607
2.86512026966378e-05,2.55354112820386e-08,0,0,0,10,10,1,1,9608
2.86512026966378e-05,2.68269579527973e-08,0,0,0,10,10,1,1,9609
2.86512026966378e-05,2.81838293126446e-08,0,0,0,10,10,1,1,9610
2.86512026966378e-05,2.96093293962708e-08,0,0,0,10,10,1,1,9611
2.86512026966378e-05,3.11069293519861e-08,0,0,0,10,10,1,1,9612
2.86512026966378e-05,3.26802758941013e-08,0,0,0,10,10,1,1,9613
2.86512026966378e-05,3.43332001828199e-08,0,0,0,10,10,1,1,9614
2.86512026966378e-05,3.60697271532629e-08,0,0,0,10,10,1,1,9615
2.86512026966378e-05,3.78940853163421e-08,0,0,0,10,10,1,1,9616
2.86512026966378e-05,3.98107170553497e-08,0,0,0,10,10,1,1,9617
2.86512026966378e-05,4.18242894433348e-08,0,0,0,10,10,1,1,9618
2.86512026966378e-05,4.3939705607608e-08,0,0,0,10,10,1,1,9619
2.86512026966378e-05,4.6162116669048e-08,0,0,0,10,10,1,1,9620
2.86512026966378e-05,4.8496934285282e-08,0,0,0,10,10,1,1,9621
2.86512026966378e-05,5.09498438282827e-08,0,0,0,10,10,1,1,9622
2.86512026966378e-05,5.35268182284711e-08,0,0,0,10,10,1,1,9623
2.86512026966378e-05,5.62341325190349e-08,0,0,0,10,10,1,1,9624
2.86512026966378e-05,5.90783791158794e-08,0,0,0,10,10,1,1,9625
2.86512026966378e-05,6.20664838704171e-08,0,0,0,10,10,1,1,9626
2.86512026966378e-05,6.52057229342861e-08,0,0,0,10,10,1,1,9627
2.86512026966378e-05,6.85037404770632e-08,0,0,0,10,10,1,1,9628
2.86512026966378e-05,7.19685673001151e-08,0,0,0,10,10,1,1,9629
2.86512026966378e-05,7.56086403919129e-08,0,0,0,10,10,1,1,9630
2.86512026966378e-05,7.94328234724282e-08,0,0,0,10,10,1,1,9631
2.86512026966378e-05,8.34504285766366e-08,0,0,0,10,10,1,1,9632
2.86512026966378e-05,8.76712387296869e-08,0,0,0,10,10,1,1,9633
2.86512026966378e-05,9.21055317689482e-08,0,0,0,10,10,1,1,9634
2.86512026966378e-05,9.67641053709454e-08,0,0,0,10,10,1,1,9635
2.86512026966378e-05,1.01658303344122e-07,0,0,0,10,10,1,1,9636
2.86512026966378e-05,1.06800043251458e-07,0,0,0,10,10,1,1,9637
