D,supply,osm_coeff,no_saturation,fast_pseudo,Keq_1,Keq_2,K_1,K_2,id
1.34453288429976e-06,2.35195263507096e-07,0,0,0,10,10,1,1,911
1.34453288429976e-06,2.4709112279856e-07,0,0,0,10,10,1,1,912
1.34453288429976e-06,2.5958865861264e-07,0,0,0,10,10,1,1,913
1.34453288429976e-06,2.72718302936548e-07,0,0,0,10,10,1,1,914
1.34453288429976e-06,2.86512026966378e-07,0,0,0,10,10,1,1,915
1.34453288429976e-06,3.01003418958214e-07,0,0,0,10,10,1,1,916
1.34453288429976e-06,3.16227766016838e-07,0,0,0,10,10,1,1,917
1.34453288429976e-06,3.32222140021215e-07,0,0,0,10,10,1,1,918
1.34453288429976e-06,3.49025487895958e-07,0,0,0,10,10,1,1,919
1.34453288429976e-06,3.66678726448612e-07,0,0,0,10,10,1,1,920
1.34453288429976e-06,3.85224842003675e-07,0,0,0,10,10,1,1,921
1.34453288429976e-06,4.04708995075977e-07,0,0,0,10,10,1,1,922
1.34453288429976e-06,4.25178630338289e-07,0,0,0,10,10,1,1,923
1.34453288429976e-06,4.46683592150963e-07,0,0,0,10,10,1,1,924
1.34453288429976e-06,4.69276245934884e-07,0,0,0,10,10,1,1,925
1.34453288429976e-06,4.93011605683316e-07,0,0,0,10,10,1,1,926
1.34453288429976e-06,5.17947467923121e-07,0,0,0,10,10,1,1,927
1.34453288429976e-06,5.4414455245156e-07,0,0,0,10,10,1,1,928
1.34453288429976e-06,5.71666650191362e-07,0,0,0,10,10,1,1,929
1.34453288429976e-06,6.00580778524112e-07,0,0,0,10,10,1,1,930
1.34453288429976e-06,6.30957344480193e-07,0,0,0,10,10,1,1,931
1.34453288429976e-06,6.62870316182644e-07,0,0,0,10,10,1,1,932
1.34453288429976e-06,6.96397402962431e-07,0,0,0,10,10,1,1,933
1.34453288429976e-06,7.31620244583698e-07,0,0,0,10,10,1,1,934
1.34453288429976e-06,7.68624610039775e-07,0,0,0,10,10,1,1,935
1.34453288429976e-06,8.07500606404022e-07,0,0,0,10,10,1,1,936
1.34453288429976e-06,8.48342898244073e-07,0,0,0,10,10,1,1,937
1.34453288429976e-06,8.91250938133746e-07,0,0,0,10,10,1,1,938
1.34453288429976e-06,9.36329208823942e-07,0,0,0,10,10,1,1,939
1.34453288429976e-06,9.83687477662216e-07,0,0,0,10,10,1,1,940
1.34453288429976e-06,1.03344106388056e-06,0,0,0,10,10,1,1,941
1.34453288429976e-06,1.0857111194022e-06,0,0,0,10,10,1,1,942
1.34453288429976e-06,1.14062492385132e-06,0,0,0,10,10,1,1,943
1.34453288429976e-06,1.19831619448383e-06,0,0,0,10,10,1,1,944
1.34453288429976e-06,1.25892541179417e-06,0,0,0,10,10,1,1,945
1.34453288429976e-06,1.32260016159074e-06,0,0,0,10,10,1,1,946
1.34453288429976e-06,1.38949549437314e-06,0,0,0,10,10,1,1,947
1.34453288429976e-06,1.45977430288617e-06,0,0,0,10,10,1,1,948
1.34453288429976e-06,1.53360771877001e-06,0,0,0,10,10,1,1,949
1.34453288429976e-06,1.61117552927246e-06,0,0,0,10,10,1,1,950
1.34453288429976e-06,1.69266661503788e-06,0,0,0,10,10,1,1,951
1.34453288429976e-06,1.77827941003892e-06,0,0,0,10,10,1,1,952
1.34453288429976e-06,1.86822238477104e-06,0,0,0,10,10,1,1,953
1.34453288429976e-06,1.96271455388621e-06,0,0,0,10,10,1,1,954
1.34453288429976e-06,2.06198600950222e-06,0,0,0,10,10,1,1,955
1.34453288429976e-06,2.16627848148589e-06,0,0,0,10,10,1,1,956
1.34453288429976e-06,2.27584592607479e-06,0,0,0,10,10,1,1,957
1.34453288429976e-06,2.39095514427051e-06,0,0,0,10,10,1,1,958
1.34453288429976e-06,2.51188643150958e-06,0,0,0,10,10,1,1,959
1.34453288429976e-06,2.63893426019374e-06,0,0,0,10,10,1,1,960
1.34453288429976e-06,2.77240799674178e-06,0,0,0,10,10,1,1,961
1.34453288429976e-06,2.91263265490874e-06,0,0,0,10,10,1,1,962
1.34453288429976e-06,3.0599496872072e-06,0,0,0,10,10,1,1,963
1.34453288429976e-06,3.21471781635738e-06,0,0,0,10,10,1,1,964
1.34453288429976e-06,3.37731390879101e-06,0,0,0,10,10,1,1,965
1.34453288429976e-06,3.54813389233575e-06,0,0,0,10,10,1,1,966
1.34453288429976e-06,3.72759372031494e-06,0,0,0,10,10,1,1,967
1.34453288429976e-06,3.91613038441012e-06,0,0,0,10,10,1,1,968
1.34453288429976e-06,4.11420297875284e-06,0,0,0,10,10,1,1,969
1.34453288429976e-06,4.32229381783682e-06,0,0,0,10,10,1,1,970
1.34453288429976e-06,4.54090961097247e-06,0,0,0,10,10,1,1,971
1.34453288429976e-06,4.77058269614393e-06,0,0,0,10,10,1,1,972
1.34453288429976e-06,5.01187233627272e-06,0,0,0,10,10,1,1,973
1.34453288429976e-06,5.26536608104486e-06,0,0,0,10,10,1,1,974
1.34453288429976e-06,5.53168119761723e-06,0,0,0,10,10,1,1,975
1.34453288429976e-06,5.81146617368716e-06,0,0,0,10,10,1,1,976
1.34453288429976e-06,6.10540229658533e-06,0,0,0,10,10,1,1,977
1.34453288429976e-06,6.41420531223692e-06,0,0,0,10,10,1,1,978
1.34453288429976e-06,6.73862716803095e-06,0,0,0,10,10,1,1,979
1.34453288429976e-06,7.07945784384137e-06,0,0,0,10,10,1,1,980
1.34453288429976e-06,7.43752727565905e-06,0,0,0,10,10,1,1,981
1.34453288429976e-06,7.81370737651809e-06,0,0,0,10,10,1,1,982
1.34453288429976e-06,8.20891415963826e-06,0,0,0,10,10,1,1,983
1.34453288429976e-06,8.62410996895275e-06,0,0,0,10,10,1,1,984
1.34453288429976e-06,9.06030582245338e-06,0,0,0,10,10,1,1,985
1.34453288429976e-06,9.51856387405862e-06,0,0,0,10,10,1,1,986
1.34453288429976e-06,1e-05,0,0,0,10,10,1,1,987
1.41253754462276e-06,1e-08,0,0,0,10,10,1,1,988
1.41253754462276e-06,1.05057865160242e-08,0,0,0,10,10,1,1,989
1.41253754462276e-06,1.10371550320276e-08,0,0,0,10,10,1,1,990
1.41253754462276e-06,1.15953994510744e-08,0,0,0,10,10,1,1,991
1.41253754462276e-06,1.21818791201011e-08,0,0,0,10,10,1,1,992
1.41253754462276e-06,1.27980221399795e-08,0,0,0,10,10,1,1,993
1.41253754462276e-06,1.34453288429976e-08,0,0,0,10,10,1,1,994
1.41253754462276e-06,1.41253754462276e-08,0,0,0,10,10,1,1,995
1.41253754462276e-06,1.48398178896757e-08,0,0,0,10,10,1,1,996
1.41253754462276e-06,1.55903958685609e-08,0,0,0,10,10,1,1,997
1.41253754462276e-06,1.63789370695406e-08,0,0,0,10,10,1,1,998
1.41253754462276e-06,1.72073616211989e-08,0,0,0,10,10,1,1,999
1.41253754462276e-06,1.80776867696343e-08,0,0,0,10,10,1,1,1000
1.41253754462276e-06,1.89920317905333e-08,0,0,0,10,10,1,1,1001
1.41253754462276e-06,1.99526231496888e-08,0,0,0,10,10,1,1,1002
1.41253754462276e-06,2.09617999245313e-08,0,0,0,10,10,1,1,1003
1.41253754462276e-06,2.20220194998737e-08,0,0,0,10,10,1,1,1004
1.41253754462276e-06,2.31358635517395e-08,0,0,0,10,10,1,1,1005
1.41253754462276e-06,2.43060443338441e-08,0,0,0,10,10,1,1,1006
1.41253754462276e-06,2.55354112820386e-08,0,0,0,10,10,1,1,1007
1.41253754462276e-06,2.68269579527973e-08,0,0,0,10,10,1,1,1008
1.41253754462276e-06,2.81838293126446e-08,0,0,0,10,10,1,1,1009
1.41253754462276e-06,2.96093293962708e-08,0,0,0,10,10,1,1,1010
1.41253754462276e-06,3.11069293519861e-08,0,0,0,10,10,1,1,1011
1.41253754462276e-06,3.26802758941013e-08,0,0,0,10,10,1,1,1012
1.41253754462276e-06,3.43332001828199e-08,0,0,0,10,10,1,1,1013
1.41253754462276e-06,3.60697271532629e-08,0,0,0,10,10,1,1,1014
1.41253754462276e-06,3.78940853163421e-08,0,0,0,10,10,1,1,1015
1.41253754462276e-06,3.98107170553497e-08,0,0,0,10,10,1,1,1016
1.41253754462276e-06,4.18242894433348e-08,0,0,0,10,10,1,1,1017
1.41253754462276e-06,4.3939705607608e-08,0,0,0,10,10,1,1,1018
1.41253754462276e-06,4.6162116669048e-08,0,0,0,10,10,1,1,1019
1.41253754462276e-06,4.8496934285282e-08,0,0,0,10,10,1,1,1020
1.41253754462276e-06,5.09498438282827e-08,0,0,0,10,10,1,1,1021
1.41253754462276e-06,5.35268182284711e-08,0,0,0,10,10,1,1,1022
1.41253754462276e-06,5.62341325190349e-08,0,0,0,10,10,1,1,1023
1.41253754462276e-06,5.90783791158794e-08,0,0,0,10,10,1,1,1024
1.41253754462276e-06,6.20664838704171e-08,0,0,0,10,10,1,1,1025
1.41253754462276e-06,6.52057229342861e-08,0,0,0,10,10,1,1,1026
1.41253754462276e-06,6.85037404770632e-08,0,0,0,10,10,1,1,1027
1.41253754462276e-06,7.19685673001151e-08,0,0,0,10,10,1,1,1028
1.41253754462276e-06,7.56086403919129e-08,0,0,0,10,10,1,1,1029
1.41253754462276e-06,7.94328234724282e-08,0,0,0,10,10,1,1,1030
1.41253754462276e-06,8.34504285766366e-08,0,0,0,10,10,1,1,1031
1.41253754462276e-06,8.76712387296869e-08,0,0,0,10,10,1,1,1032
1.41253754462276e-06,9.21055317689482e-08,0,0,0,10,10,1,1,1033
1.41253754462276e-06,9.67641053709454e-08,0,0,0,10,10,1,1,1034
1.41253754462276e-06,1.01658303344122e-07,0,0,0,10,10,1,1,1035
1.41253754462276e-06,1.06800043251458e-07,0,0,0,10,10,1,1,1036
1.41253754462276e-06,1.12201845430196e-07,0,0,0,10,10,1,1,1037
1.41253754462276e-06,1.17876863479359e-07,0,0,0,10,10,1,1,1038
1.41253754462276e-06,1.23838916289267e-07,0,0,0,10,10,1,1,1039
1.41253754462276e-06,1.30102521691083e-07,0,0,0,10,10,1,1,1040
1.41253754462276e-06,1.36682931808293e-07,0,0,0,10,10,1,1,1041
1.41253754462276e-06,1.43596170196222e-07,0,0,0,10,10,1,1,1042
1.41253754462276e-06,1.50859070860018e-07,0,0,0,10,10,1,1,1043
1.41253754462276e-06,1.58489319246111e-07,0,0,0,10,10,1,1,1044
1.41253754462276e-06,1.66505495306965e-07,0,0,0,10,10,1,1,1045
1.41253754462276e-06,1.74927118743984e-07,0,0,0,10,10,1,1,1046
1.41253754462276e-06,1.83774696538751e-07,0,0,0,10,10,1,1,1047
1.41253754462276e-06,1.93069772888325e-07,0,0,0,10,10,1,1,1048
1.41253754462276e-06,2.02834981666202e-07,0,0,0,10,10,1,1,1049
1.41253754462276e-06,2.1309410153668e-07,0,0,0,10,10,1,1,1050
1.41253754462276e-06,2.23872113856834e-07,0,0,0,10,10,1,1,1051
1.41253754462276e-06,2.35195263507096e-07,0,0,0,10,10,1,1,1052
1.41253754462276e-06,2.4709112279856e-07,0,0,0,10,10,1,1,1053
1.41253754462276e-06,2.5958865861264e-07,0,0,0,10,10,1,1,1054
1.41253754462276e-06,2.72718302936548e-07,0,0,0,10,10,1,1,1055
1.41253754462276e-06,2.86512026966378e-07,0,0,0,10,10,1,1,1056
1.41253754462276e-06,3.01003418958214e-07,0,0,0,10,10,1,1,1057
1.41253754462276e-06,3.16227766016838e-07,0,0,0,10,10,1,1,1058
1.41253754462276e-06,3.32222140021215e-07,0,0,0,10,10,1,1,1059
1.41253754462276e-06,3.49025487895958e-07,0,0,0,10,10,1,1,1060
1.41253754462276e-06,3.66678726448612e-07,0,0,0,10,10,1,1,1061
1.41253754462276e-06,3.85224842003675e-07,0,0,0,10,10,1,1,1062
1.41253754462276e-06,4.04708995075977e-07,0,0,0,10,10,1,1,1063
1.41253754462276e-06,4.25178630338289e-07,0,0,0,10,10,1,1,1064
1.41253754462276e-06,4.46683592150963e-07,0,0,0,10,10,1,1,1065
1.41253754462276e-06,4.69276245934884e-07,0,0,0,10,10,1,1,1066
1.41253754462276e-06,4.93011605683316e-07,0,0,0,10,10,1,1,1067
1.41253754462276e-06,5.17947467923121e-07,0,0,0,10,10,1,1,1068
1.41253754462276e-06,5.4414455245156e-07,0,0,0,10,10,1,1,1069
1.41253754462276e-06,5.71666650191362e-07,0,0,0,10,10,1,1,1070
1.41253754462276e-06,6.00580778524112e-07,0,0,0,10,10,1,1,1071
1.41253754462276e-06,6.30957344480193e-07,0,0,0,10,10,1,1,1072
1.41253754462276e-06,6.62870316182644e-07,0,0,0,10,10,1,1,1073
1.41253754462276e-06,6.96397402962431e-07,0,0,0,10,10,1,1,1074
1.41253754462276e-06,7.31620244583698e-07,0,0,0,10,10,1,1,1075
1.41253754462276e-06,7.68624610039775e-07,0,0,0,10,10,1,1,1076
1.41253754462276e-06,8.07500606404022e-07,0,0,0,10,10,1,1,1077
1.41253754462276e-06,8.48342898244073e-07,0,0,0,10,10,1,1,1078
1.41253754462276e-06,8.91250938133746e-07,0,0,0,10,10,1,1,1079
1.41253754462276e-06,9.36329208823942e-07,0,0,0,10,10,1,1,1080
1.41253754462276e-06,9.83687477662216e-07,0,0,0,10,10,1,1,1081
1.41253754462276e-06,1.03344106388056e-06,0,0,0,10,10,1,1,1082
1.41253754462276e-06,1.0857111194022e-06,0,0,0,10,10,1,1,1083
1.41253754462276e-06,1.14062492385132e-06,0,0,0,10,10,1,1,1084
1.41253754462276e-06,1.19831619448383e-06,0,0,0,10,10,1,1,1085
1.41253754462276e-06,1.25892541179417e-06,0,0,0,10,10,1,1,1086
1.41253754462276e-06,1.32260016159074e-06,0,0,0,10,10,1,1,1087
1.41253754462276e-06,1.38949549437314e-06,0,0,0,10,10,1,1,1088
1.41253754462276e-06,1.45977430288617e-06,0,0,0,10,10,1,1,1089
1.41253754462276e-06,1.53360771877001e-06,0,0,0,10,10,1,1,1090
1.41253754462276e-06,1.61117552927246e-06,0,0,0,10,10,1,1,1091
1.41253754462276e-06,1.69266661503788e-06,0,0,0,10,10,1,1,1092
1.41253754462276e-06,1.77827941003892e-06,0,0,0,10,10,1,1,1093
1.41253754462276e-06,1.86822238477104e-06,0,0,0,10,10,1,1,1094
1.41253754462276e-06,1.96271455388621e-06,0,0,0,10,10,1,1,1095
1.41253754462276e-06,2.06198600950222e-06,0,0,0,10,10,1,1,1096
1.41253754462276e-06,2.16627848148589e-06,0,0,0,10,10,1,1,1097
1.41253754462276e-06,2.27584592607479e-06,0,0,0,10,10,1,1,1098
1.41253754462276e-06,2.39095514427051e-06,0,0,0,10,10,1,1,1099
1.41253754462276e-06,2.51188643150958e-06,0,0,0,10,10,1,1,1100
1.41253754462276e-06,2.63893426019374e-06,0,0,0,10,10,1,1,1101
1.41253754462276e-06,2.77240799674178e-06,0,0,0,10,10,1,1,1102
1.41253754462276e-06,2.91263265490874e-06,0,0,0,10,10,1,1,1103
1.41253754462276e-06,3.0599496872072e-06,0,0,0,10,10,1,1,1104
1.41253754462276e-06,3.21471781635738e-06,0,0,0,10,10,1,1,1105
1.41253754462276e-06,3.37731390879101e-06,0,0,0,10,10,1,1,1106
1.41253754462276e-06,3.54813389233575e-06,0,0,0,10,10,1,1,1107
1.41253754462276e-06,3.72759372031494e-06,0,0,0,10,10,1,1,1108
1.41253754462276e-06,3.91613038441012e-06,0,0,0,10,10,1,1,1109
1.41253754462276e-06,4.11420297875284e-06,0,0,0,10,10,1,1,1110
1.41253754462276e-06,4.32229381783682e-06,0,0,0,10,10,1,1,1111
1.41253754462276e-06,4.54090961097247e-06,0,0,0,10,10,1,1,1112
1.41253754462276e-06,4.77058269614393e-06,0,0,0,10,10,1,1,1113
1.41253754462276e-06,5.01187233627272e-06,0,0,0,10,10,1,1,1114
1.41253754462276e-06,5.26536608104486e-06,0,0,0,10,10,1,1,1115
1.41253754462276e-06,5.53168119761723e-06,0,0,0,10,10,1,1,1116
1.41253754462276e-06,5.81146617368716e-06,0,0,0,10,10,1,1,1117
1.41253754462276e-06,6.10540229658533e-06,0,0,0,10,10,1,1,1118
1.41253754462276e-06,6.41420531223692e-06,0,0,0,10,10,1,1,1119
1.41253754462276e-06,6.73862716803095e-06,0,0,0,10,10,1,1,1120
1.41253754462276e-06,7.07945784384137e-06,0,0,0,10,10,1,1,1121
1.41253754462276e-06,7.43752727565905e-06,0,0,0,10,10,1,1,1122
1.41253754462276e-06,7.81370737651809e-06,0,0,0,10,10,1,1,1123
1.41253754462276e-06,8.20891415963826e-06,0,0,0,10,10,1,1,1124
1.41253754462276e-06,8.62410996895275e-06,0,0,0,10,10,1,1,1125
1.41253754462276e-06,9.06030582245338e-06,0,0,0,10,10,1,1,1126
1.41253754462276e-06,9.51856387405862e-06,0,0,0,10,10,1,1,1127
1.41253754462276e-06,1e-05,0,0,0,10,10,1,1,1128
1.48398178896757e-06,1e-08,0,0,0,10,10,1,1,1129
1.48398178896757e-06,1.05057865160242e-08,0,0,0,10,10,1,1,1130
1.48398178896757e-06,1.10371550320276e-08,0,0,0,10,10,1,1,1131
1.48398178896757e-06,1.15953994510744e-08,0,0,0,10,10,1,1,1132
1.48398178896757e-06,1.21818791201011e-08,0,0,0,10,10,1,1,1133
1.48398178896757e-06,1.27980221399795e-08,0,0,0,10,10,1,1,1134
1.48398178896757e-06,1.34453288429976e-08,0,0,0,10,10,1,1,1135
1.48398178896757e-06,1.41253754462276e-08,0,0,0,10,10,1,1,1136
1.48398178896757e-06,1.48398178896757e-08,0,0,0,10,10,1,1,1137
1.48398178896757e-06,1.55903958685609e-08,0,0,0,10,10,1,1,1138
1.48398178896757e-06,1.63789370695406e-08,0,0,0,10,10,1,1,1139
1.48398178896757e-06,1.72073616211989e-08,0,0,0,10,10,1,1,1140
1.48398178896757e-06,1.80776867696343e-08,0,0,0,10,10,1,1,1141
1.48398178896757e-06,1.89920317905333e-08,0,0,0,10,10,1,1,1142
1.48398178896757e-06,1.99526231496888e-08,0,0,0,10,10,1,1,1143
1.48398178896757e-06,2.09617999245313e-08,0,0,0,10,10,1,1,1144
1.48398178896757e-06,2.20220194998737e-08,0,0,0,10,10,1,1,1145
1.48398178896757e-06,2.31358635517395e-08,0,0,0,10,10,1,1,1146
1.48398178896757e-06,2.43060443338441e-08,0,0,0,10,10,1,1,1147
1.48398178896757e-06,2.55354112820386e-08,0,0,0,10,10,1,1,1148
1.48398178896757e-06,2.68269579527973e-08,0,0,0,10,10,1,1,1149
1.48398178896757e-06,2.81838293126446e-08,0,0,0,10,10,1,1,1150
1.48398178896757e-06,2.96093293962708e-08,0,0,0,10,10,1,1,1151
1.48398178896757e-06,3.11069293519861e-08,0,0,0,10,10,1,1,1152
1.48398178896757e-06,3.26802758941013e-08,0,0,0,10,10,1,1,1153
1.48398178896757e-06,3.43332001828199e-08,0,0,0,10,10,1,1,1154
1.48398178896757e-06,3.60697271532629e-08,0,0,0,10,10,1,1,1155
1.48398178896757e-06,3.78940853163421e-08,0,0,0,10,10,1,1,1156
1.48398178896757e-06,3.98107170553497e-08,0,0,0,10,10,1,1,1157
1.48398178896757e-06,4.18242894433348e-08,0,0,0,10,10,1,1,1158
1.48398178896757e-06,4.3939705607608e-08,0,0,0,10,10,1,1,1159
1.48398178896757e-06,4.6162116669048e-08,0,0,0,10,10,1,1,1160
1.48398178896757e-06,4.8496934285282e-08,0,0,0,10,10,1,1,1161
1.48398178896757e-06,5.09498438282827e-08,0,0,0,10,10,1,1,1162
1.48398178896757e-06,5.35268182284711e-08,0,0,0,10,10,1,1,1163
1.48398178896757e-06,5.62341325190349e-08,0,0,0,10,10,1,1,1164
1.48398178896757e-06,5.90783791158794e-08,0,0,0,10,10,1,1,1165
1.48398178896757e-06,6.20664838704171e-08,0,0,0,10,10,1,1,1166
1.48398178896757e-06,6.52057229342861e-08,0,0,0,10,10,1,1,1167
1.48398178896757e-06,6.85037404770632e-08,0,0,0,10,10,1,1,1168
1.48398178896757e-06,7.19685673001151e-08,0,0,0,10,10,1,1,1169
1.48398178896757e-06,7.56086403919129e-08,0,0,0,10,10,1,1,1170
1.48398178896757e-06,7.94328234724282e-08,0,0,0,10,10,1,1,1171
1.48398178896757e-06,8.34504285766366e-08,0,0,0,10,10,1,1,1172
1.48398178896757e-06,8.76712387296869e-08,0,0,0,10,10,1,1,1173
1.48398178896757e-06,9.21055317689482e-08,0,0,0,10,10,1,1,1174
1.48398178896757e-06,9.67641053709454e-08,0,0,0,10,10,1,1,1175
1.48398178896757e-06,1.01658303344122e-07,0,0,0,10,10,1,1,1176
1.48398178896757e-06,1.06800043251458e-07,0,0,0,10,10,1,1,1177
1.48398178896757e-06,1.12201845430196e-07,0,0,0,10,10,1,1,1178
1.48398178896757e-06,1.17876863479359e-07,0,0,0,10,10,1,1,1179
1.48398178896757e-06,1.23838916289267e-07,0,0,0,10,10,1,1,1180
1.48398178896757e-06,1.30102521691083e-07,0,0,0,10,10,1,1,1181
1.48398178896757e-06,1.36682931808293e-07,0,0,0,10,10,1,1,1182
1.48398178896757e-06,1.43596170196222e-07,0,0,0,10,10,1,1,1183
1.48398178896757e-06,1.50859070860018e-07,0,0,0,10,10,1,1,1184
1.48398178896757e-06,1.58489319246111e-07,0,0,0,10,10,1,1,1185
1.48398178896757e-06,1.66505495306965e-07,0,0,0,10,10,1,1,1186
1.48398178896757e-06,1.74927118743984e-07,0,0,0,10,10,1,1,1187
1.48398178896757e-06,1.83774696538751e-07,0,0,0,10,10,1,1,1188
1.48398178896757e-06,1.93069772888325e-07,0,0,0,10,10,1,1,1189
1.48398178896757e-06,2.02834981666202e-07,0,0,0,10,10,1,1,1190
1.48398178896757e-06,2.1309410153668e-07,0,0,0,10,10,1,1,1191
1.48398178896757e-06,2.23872113856834e-07,0,0,0,10,10,1,1,1192
1.48398178896757e-06,2.35195263507096e-07,0,0,0,10,10,1,1,1193
1.48398178896757e-06,2.4709112279856e-07,0,0,0,10,10,1,1,1194
1.48398178896757e-06,2.5958865861264e-07,0,0,0,10,10,1,1,1195
1.48398178896757e-06,2.72718302936548e-07,0,0,0,10,10,1,1,1196
1.48398178896757e-06,2.86512026966378e-07,0,0,0,10,10,1,1,1197
1.48398178896757e-06,3.01003418958214e-07,0,0,0,10,10,1,1,1198
1.48398178896757e-06,3.16227766016838e-07,0,0,0,10,10,1,1,1199
1.48398178896757e-06,3.32222140021215e-07,0,0,0,10,10,1,1,1200
1.48398178896757e-06,3.49025487895958e-07,0,0,0,10,10,1,1,1201
1.48398178896757e-06,3.66678726448612e-07,0,0,0,10,10,1,1,1202
1.48398178896757e-06,3.85224842003675e-07,0,0,0,10,10,1,1,1203
1.48398178896757e-06,4.04708995075977e-07,0,0,0,10,10,1,1,1204
1.48398178896757e-06,4.25178630338289e-07,0,0,0,10,10,1,1,1205
1.48398178896757e-06,4.46683592150963e-07,0,0,0,10,10,1,1,1206
1.48398178896757e-06,4.69276245934884e-07,0,0,0,10,10,1,1,1207
1.48398178896757e-06,4.93011605683316e-07,0,0,0,10,10,1,1,1208
1.48398178896757e-06,5.17947467923121e-07,0,0,0,10,10,1,1,1209
1.48398178896757e-06,5.4414455245156e-07,0,0,0,10,10,1,1,1210
1.48398178896757e-06,5.71666650191362e-07,0,0,0,10,10,1,1,1211
1.48398178896757e-06,6.00580778524112e-07,0,0,0,10,10,1,1,1212
1.48398178896757e-06,6.30957344480193e-07,0,0,0,10,10,1,1,1213
1.48398178896757e-06,6.62870316182644e-07,0,0,0,10,10,1,1,1214
1.48398178896757e-06,6.96397402962431e-07,0,0,0,10,10,1,1,1215
1.48398178896757e-06,7.31620244583698e-07,0,0,0,10,10,1,1,1216
1.48398178896757e-06,7.68624610039775e-07,0,0,0,10,10,1,1,1217
1.48398178896757e-06,8.07500606404022e-07,0,0,0,10,10,1,1,1218
1.48398178896757e-06,8.48342898244073e-07,0,0,0,10,10,1,1,1219
1.48398178896757e-06,8.91250938133746e-07,0,0,0,10,10,1,1,1220
1.48398178896757e-06,9.36329208823942e-07,0,0,0,10,10,1,1,1221
1.48398178896757e-06,9.83687477662216e-07,0,0,0,10,10,1,1,1222
1.48398178896757e-06,1.03344106388056e-06,0,0,0,10,10,1,1,1223
1.48398178896757e-06,1.0857111194022e-06,0,0,0,10,10,1,1,1224
1.48398178896757e-06,1.14062492385132e-06,0,0,0,10,10,1,1,1225
1.48398178896757e-06,1.19831619448383e-06,0,0,0,10,10,1,1,1226
1.48398178896757e-06,1.25892541179417e-06,0,0,0,10,10,1,1,1227
1.48398178896757e-06,1.32260016159074e-06,0,0,0,10,10,1,1,1228
1.48398178896757e-06,1.38949549437314e-06,0,0,0,10,10,1,1,1229
1.48398178896757e-06,1.45977430288617e-06,0,0,0,10,10,1,1,1230
1.48398178896757e-06,1.53360771877001e-06,0,0,0,10,10,1,1,1231
1.48398178896757e-06,1.61117552927246e-06,0,0,0,10,10,1,1,1232
1.48398178896757e-06,1.69266661503788e-06,0,0,0,10,10,1,1,1233
1.48398178896757e-06,1.77827941003892e-06,0,0,0,10,10,1,1,1234
1.48398178896757e-06,1.86822238477104e-06,0,0,0,10,10,1,1,1235
1.48398178896757e-06,1.96271455388621e-06,0,0,0,10,10,1,1,1236
1.48398178896757e-06,2.06198600950222e-06,0,0,0,10,10,1,1,1237
1.48398178896757e-06,2.16627848148589e-06,0,0,0,10,10,1,1,1238
1.48398178896757e-06,2.27584592607479e-06,0,0,0,10,10,1,1,1239
1.48398178896757e-06,2.39095514427051e-06,0,0,0,10,10,1,1,1240
1.48398178896757e-06,2.51188643150958e-06,0,0,0,10,10,1,1,1241
1.48398178896757e-06,2.63893426019374e-06,0,0,0,10,10,1,1,1242
1.48398178896757e-06,2.77240799674178e-06,0,0,0,10,10,1,1,1243
1.48398178896757e-06,2.91263265490874e-06,0,0,0,10,10,1,1,1244
1.48398178896757e-06,3.0599496872072e-06,0,0,0,10,10,1,1,1245
1.48398178896757e-06,3.21471781635738e-06,0,0,0,10,10,1,1,1246
1.48398178896757e-06,3.37731390879101e-06,0,0,0,10,10,1,1,1247
1.48398178896757e-06,3.54813389233575e-06,0,0,0,10,10,1,1,1248
1.48398178896757e-06,3.72759372031494e-06,0,0,0,10,10,1,1,1249
1.48398178896757e-06,3.91613038441012e-06,0,0,0,10,10,1,1,1250
1.48398178896757e-06,4.11420297875284e-06,0,0,0,10,10,1,1,1251
1.48398178896757e-06,4.32229381783682e-06,0,0,0,10,10,1,1,1252
1.48398178896757e-06,4.54090961097247e-06,0,0,0,10,10,1,1,1253
1.48398178896757e-06,4.77058269614393e-06,0,0,0,10,10,1,1,1254
1.48398178896757e-06,5.01187233627272e-06,0,0,0,10,10,1,1,1255
1.48398178896757e-06,5.26536608104486e-06,0,0,0,10,10,1,1,1256
1.48398178896757e-06,5.53168119761723e-06,0,0,0,10,10,1,1,1257
1.48398178896757e-06,5.81146617368716e-06,0,0,0,10,10,1,1,1258
1.48398178896757e-06,6.10540229658533e-06,0,0,0,10,10,1,1,1259
1.48398178896757e-06,6.41420531223692e-06,0,0,0,10,10,1,1,1260
1.48398178896757e-06,6.73862716803095e-06,0,0,0,10,10,1,1,1261
1.48398178896757e-06,7.07945784384137e-06,0,0,0,10,10,1,1,1262
1.48398178896757e-06,7.43752727565905e-06,0,0,0,10,10,1,1,1263
1.48398178896757e-06,7.81370737651809e-06,0,0,0,10,10,1,1,1264
1.48398178896757e-06,8.20891415963826e-06,0,0,0,10,10,1,1,1265
1.48398178896757e-06,8.62410996895275e-06,0,0,0,10,10,1,1,1266
1.48398178896757e-06,9.06030582245338e-06,0,0,0,10,10,1,1,1267
1.48398178896757e-06,9.51856387405862e-06,0,0,0,10,10,1,1,1268
1.48398178896757e-06,1e-05,0,0,0,10,10,1,1,1269
1.55903958685609e-06,1e-08,0,0,0,10,10,1,1,1270
