D,supply,osm_coeff,no_saturation,fast_pseudo,only_P1P2,only_P1C,Keq_1,Keq_2,id
1e-06,1.02341140210545e-07,0,1,1,0,1,10,10,868
1e-06,1.05956017927761e-07,0,1,1,0,1,10,10,869
1e-06,1.09698579789238e-07,0,1,1,0,1,10,10,870
1e-06,1.13573335834311e-07,0,1,1,0,1,10,10,871
1e-06,1.17584955405216e-07,0,1,1,0,1,10,10,872
1e-06,1.21738272773966e-07,0,1,1,0,1,10,10,873
1e-06,1.26038292967973e-07,0,1,1,0,1,10,10,874
1e-06,1.3049019780144e-07,0,1,1,0,1,10,10,875
1e-06,1.35099352119803e-07,0,1,1,0,1,10,10,876
1e-06,1.39871310264724e-07,0,1,1,0,1,10,10,877
1e-06,1.44811822767453e-07,0,1,1,0,1,10,10,878
1e-06,1.49926843278605e-07,0,1,1,0,1,10,10,879
1e-06,1.55222535742705e-07,0,1,1,0,1,10,10,880
1e-06,1.60705281826164e-07,0,1,1,0,1,10,10,881
1e-06,1.66381688607613e-07,0,1,1,0,1,10,10,882
1e-06,1.72258596539879e-07,0,1,1,0,1,10,10,883
1e-06,1.78343087693191e-07,0,1,1,0,1,10,10,884
1e-06,1.84642494289554e-07,0,1,1,0,1,10,10,885
1e-06,1.9116440753857e-07,0,1,1,0,1,10,10,886
1e-06,1.97916686785356e-07,0,1,1,0,1,10,10,887
1e-06,2.04907468981585e-07,0,1,1,0,1,10,10,888
1e-06,2.12145178491063e-07,0,1,1,0,1,10,10,889
1e-06,2.19638537241655e-07,0,1,1,0,1,10,10,890
1e-06,2.27396575235793e-07,0,1,1,0,1,10,10,891
1e-06,2.35428641432242e-07,0,1,1,0,1,10,10,892
1e-06,2.43744415012222e-07,0,1,1,0,1,10,10,893
1e-06,2.52353917043477e-07,0,1,1,0,1,10,10,894
1e-06,2.61267522556333e-07,0,1,1,0,1,10,10,895
1e-06,2.70495973046314e-07,0,1,1,0,1,10,10,896
1e-06,2.80050389418363e-07,0,1,1,0,1,10,10,897
1e-06,2.89942285388288e-07,0,1,1,0,1,10,10,898
1e-06,3.00183581357559e-07,0,1,1,0,1,10,10,899
1e-06,3.10786618778201e-07,0,1,1,0,1,10,10,900
1e-06,3.21764175025074e-07,0,1,1,0,1,10,10,901
1e-06,3.33129478793467e-07,0,1,1,0,1,10,10,902
1e-06,3.44896226040576e-07,0,1,1,0,1,10,10,903
1e-06,3.57078596490046e-07,0,1,1,0,1,10,10,904
1e-06,3.69691270719502e-07,0,1,1,0,1,10,10,905
1e-06,3.82749447851632e-07,0,1,1,0,1,10,10,906
1e-06,3.96268863870148e-07,0,1,1,0,1,10,10,907
1e-06,4.10265810582719e-07,0,1,1,0,1,10,10,908
1e-06,4.24757155253689e-07,0,1,1,0,1,10,10,909
1e-06,4.39760360930272e-07,0,1,1,0,1,10,10,910
1e-06,4.55293507486695e-07,0,1,1,0,1,10,10,911
1e-06,4.71375313411673e-07,0,1,1,0,1,10,10,912
1e-06,4.88025158365443e-07,0,1,1,0,1,10,10,913
1e-06,5.05263106533568e-07,0,1,1,0,1,10,10,914
1e-06,5.23109930805626e-07,0,1,1,0,1,10,10,915
1e-06,5.41587137807948e-07,0,1,1,0,1,10,10,916
1e-06,5.60716993820546e-07,0,1,1,0,1,10,10,917
1e-06,5.8052255160949e-07,0,1,1,0,1,10,10,918
1e-06,6.01027678207039e-07,0,1,1,0,1,10,10,919
1e-06,6.22257083673023e-07,0,1,1,0,1,10,10,920
1e-06,6.44236350872137e-07,0,1,1,0,1,10,10,921
1e-06,6.66991966303011e-07,0,1,1,0,1,10,10,922
1e-06,6.90551352016233e-07,0,1,1,0,1,10,10,923
1e-06,7.14942898659758e-07,0,1,1,0,1,10,10,924
1e-06,7.40195999691565e-07,0,1,1,0,1,10,10,925
1e-06,7.66341086800746e-07,0,1,1,0,1,10,10,926
1e-06,7.93409666579749e-07,0,1,1,0,1,10,10,927
1e-06,8.21434358491942e-07,0,1,1,0,1,10,10,928
1e-06,8.50448934180267e-07,0,1,1,0,1,10,10,929
1e-06,8.80488358164346e-07,0,1,1,0,1,10,10,930
1e-06,9.11588829975082e-07,0,1,1,0,1,10,10,931
1e-06,9.43787827777539e-07,0,1,1,0,1,10,10,932
1e-06,9.7712415353465e-07,0,1,1,0,1,10,10,933
1e-06,1.01163797976621e-06,0,1,1,0,1,10,10,934
1e-06,1.04737089795945e-06,0,1,1,0,1,10,10,935
1e-06,1.08436596868961e-06,0,1,1,0,1,10,10,936
1e-06,1.12266777351081e-06,0,1,1,0,1,10,10,937
1e-06,1.16232246867985e-06,0,1,1,0,1,10,10,938
1e-06,1.20337784077759e-06,0,1,1,0,1,10,10,939
1e-06,1.24588336429501e-06,0,1,1,0,1,10,10,940
1e-06,1.28989026125331e-06,0,1,1,0,1,10,10,941
1e-06,1.3354515629299e-06,0,1,1,0,1,10,10,942
1e-06,1.38262217376466e-06,0,1,1,0,1,10,10,943
1e-06,1.43145893752348e-06,0,1,1,0,1,10,10,944
1e-06,1.48202070579886e-06,0,1,1,0,1,10,10,945
1e-06,1.53436840893001e-06,0,1,1,0,1,10,10,946
1e-06,1.58856512942805e-06,0,1,1,0,1,10,10,947
1e-06,1.64467617799466e-06,0,1,1,0,1,10,10,948
1e-06,1.7027691722259e-06,0,1,1,0,1,10,10,949
1e-06,1.76291411809595e-06,0,1,1,0,1,10,10,950
1e-06,1.82518349431904e-06,0,1,1,0,1,10,10,951
1e-06,1.88965233969121e-06,0,1,1,0,1,10,10,952
1e-06,1.95639834351706e-06,0,1,1,0,1,10,10,953
1e-06,2.02550193923067e-06,0,1,1,0,1,10,10,954
1e-06,2.09704640132323e-06,0,1,1,0,1,10,10,955
1e-06,2.1711179456945e-06,0,1,1,0,1,10,10,956
1e-06,2.24780583354873e-06,0,1,1,0,1,10,10,957
1e-06,2.32720247896041e-06,0,1,1,0,1,10,10,958
1e-06,2.40940356023953e-06,0,1,1,0,1,10,10,959
1e-06,2.49450813523032e-06,0,1,1,0,1,10,10,960
1e-06,2.58261876068267e-06,0,1,1,0,1,10,10,961
1e-06,2.67384161583994e-06,0,1,1,0,1,10,10,962
1e-06,2.76828663039207e-06,0,1,1,0,1,10,10,963
1e-06,2.86606761694825e-06,0,1,1,0,1,10,10,964
1e-06,2.96730240818887e-06,0,1,1,0,1,10,10,965
1e-06,3.07211299886176e-06,0,1,1,0,1,10,10,966
1e-06,3.18062569279412e-06,0,1,1,0,1,10,10,967
1e-06,3.29297125509715e-06,0,1,1,0,1,10,10,968
1e-06,3.40928506974681e-06,0,1,1,0,1,10,10,969
1e-06,3.52970730273065e-06,0,1,1,0,1,10,10,970
1e-06,3.65438307095726e-06,0,1,1,0,1,10,10,971
1e-06,3.78346261713193e-06,0,1,1,0,1,10,10,972
1e-06,3.91710149080926e-06,0,1,1,0,1,10,10,973
1e-06,4.05546073584083e-06,0,1,1,0,1,10,10,974
1e-06,4.19870708444391e-06,0,1,1,0,1,10,10,975
1e-06,4.34701315812503e-06,0,1,1,0,1,10,10,976
1e-06,4.5005576757005e-06,0,1,1,0,1,10,10,977
1e-06,4.65952566866469e-06,0,1,1,0,1,10,10,978
1e-06,4.82410870416537e-06,0,1,1,0,1,10,10,979
1e-06,4.99450511585514e-06,0,1,1,0,1,10,10,980
1e-06,5.17092024289675e-06,0,1,1,0,1,10,10,981
1e-06,5.35356667741072e-06,0,1,1,0,1,10,10,982
1e-06,5.54266452066311e-06,0,1,1,0,1,10,10,983
1e-06,5.73844164830239e-06,0,1,1,0,1,10,10,984
1e-06,5.94113398496504e-06,0,1,1,0,1,10,10,985
1e-06,6.1509857885805e-06,0,1,1,0,1,10,10,986
1e-06,6.36824994471859e-06,0,1,1,0,1,10,10,987
1e-06,6.59318827133354e-06,0,1,1,0,1,10,10,988
1e-06,6.82607183427238e-06,0,1,1,0,1,10,10,989
1e-06,7.06718127392749e-06,0,1,1,0,1,10,10,990
1e-06,7.31680714342721e-06,0,1,1,0,1,10,10,991
1e-06,7.57525025877192e-06,0,1,1,0,1,10,10,992
1e-06,7.84282206133768e-06,0,1,1,0,1,10,10,993
1e-06,8.11984499318401e-06,0,1,1,0,1,10,10,994
1e-06,8.40665288561832e-06,0,1,1,0,1,10,10,995
1e-06,8.70359136148517e-06,0,1,1,0,1,10,10,996
1e-06,9.01101825166502e-06,0,1,1,0,1,10,10,997
1e-06,9.3293040262847e-06,0,1,1,0,1,10,10,998
1e-06,9.65883224115871e-06,0,1,1,0,1,10,10,999
1e-06,1e-05,0,1,1,0,1,10,10,1000
1e-06,1e-08,0,1,1,0,0,10,10,1001
1e-06,1.03532184329566e-08,0,1,1,0,0,10,10,1002
1e-06,1.07189131920513e-08,0,1,1,0,0,10,10,1003
1e-06,1.10975249641207e-08,0,1,1,0,0,10,10,1004
1e-06,1.14895100018731e-08,0,1,1,0,0,10,10,1005
1e-06,1.18953406737032e-08,0,1,1,0,0,10,10,1006
1e-06,1.23155060329283e-08,0,1,1,0,0,10,10,1007
1e-06,1.27505124071301e-08,0,1,1,0,0,10,10,1008
1e-06,1.32008840083142e-08,0,1,1,0,0,10,10,1009
1e-06,1.36671635646201e-08,0,1,1,0,0,10,10,1010
1e-06,1.41499129743458e-08,0,1,1,0,0,10,10,1011
1e-06,1.46497139830728e-08,0,1,1,0,0,10,10,1012
1e-06,1.51671688847092e-08,0,1,1,0,0,10,10,1013
1e-06,1.57029012472938e-08,0,1,1,0,0,10,10,1014
1e-06,1.62575566644379e-08,0,1,1,0,0,10,10,1015
1e-06,1.68318035333096e-08,0,1,1,0,0,10,10,1016
1e-06,1.74263338600965e-08,0,1,1,0,0,10,10,1017
1e-06,1.80418640939207e-08,0,1,1,0,0,10,10,1018
1e-06,1.86791359902078e-08,0,1,1,0,0,10,10,1019
1e-06,1.93389175045523e-08,0,1,1,0,0,10,10,1020
1e-06,2.00220037181558e-08,0,1,1,0,0,10,10,1021
1e-06,2.07292177959537e-08,0,1,1,0,0,10,10,1022
1e-06,2.14614119785841e-08,0,1,1,0,0,10,10,1023
1e-06,2.22194686093952e-08,0,1,1,0,0,10,10,1024
1e-06,2.30043011977292e-08,0,1,1,0,0,10,10,1025
1e-06,2.38168555197616e-08,0,1,1,0,0,10,10,1026
1e-06,2.4658110758226e-08,0,1,1,0,0,10,10,1027
1e-06,2.55290806823952e-08,0,1,1,0,0,10,10,1028
1e-06,2.6430814869741e-08,0,1,1,0,0,10,10,1029
1e-06,2.73643999707467e-08,0,1,1,0,0,10,10,1030
1e-06,2.83309610183932e-08,0,1,1,0,0,10,10,1031
1e-06,2.93316627839004e-08,0,1,1,0,0,10,10,1032
1e-06,3.03677111803546e-08,0,1,1,0,0,10,10,1033
1e-06,3.1440354715915e-08,0,1,1,0,0,10,10,1034
1e-06,3.25508859983506e-08,0,1,1,0,0,10,10,1035
1e-06,3.37006432927192e-08,0,1,1,0,0,10,10,1036
1e-06,3.48910121340677e-08,0,1,1,0,0,10,10,1037
1e-06,3.61234269970943e-08,0,1,1,0,0,10,10,1038
1e-06,3.7399373024788e-08,0,1,1,0,0,10,10,1039
1e-06,3.87203878181256e-08,0,1,1,0,0,10,10,1040
1e-06,4.00880632889846e-08,0,1,1,0,0,10,10,1041
1e-06,4.15040475785047e-08,0,1,1,0,0,10,10,1042
1e-06,4.29700470432084e-08,0,1,1,0,0,10,10,1043
1e-06,4.44878283112759e-08,0,1,1,0,0,10,10,1044
1e-06,4.6059220411451e-08,0,1,1,0,0,10,10,1045
1e-06,4.76861169771447e-08,0,1,1,0,0,10,10,1046
1e-06,4.937047852839e-08,0,1,1,0,0,10,10,1047
1e-06,5.11143348344017e-08,0,1,1,0,0,10,10,1048
1e-06,5.29197873595844e-08,0,1,1,0,0,10,10,1049
1e-06,5.47890117959395e-08,0,1,1,0,0,10,10,1050
1e-06,5.67242606849198e-08,0,1,1,0,0,10,10,1051
1e-06,5.87278661318948e-08,0,1,1,0,0,10,10,1052
1e-06,6.08022426164943e-08,0,1,1,0,0,10,10,1053
1e-06,6.29498899022189e-08,0,1,1,0,0,10,10,1054
1e-06,6.51733960488242e-08,0,1,1,0,0,10,10,1055
1e-06,6.7475440531107e-08,0,1,1,0,0,10,10,1056
1e-06,6.98587974678525e-08,0,1,1,0,0,10,10,1057
1e-06,7.23263389648353e-08,0,1,1,0,0,10,10,1058
1e-06,7.48810385759003e-08,0,1,1,0,0,10,10,1059
1e-06,7.75259748862946e-08,0,1,1,0,0,10,10,1060
1e-06,8.02643352225717e-08,0,1,1,0,0,10,10,1061
1e-06,8.30994194935339e-08,0,1,1,0,0,10,10,1062
1e-06,8.60346441668451e-08,0,1,1,0,0,10,10,1063
1e-06,8.90735463861044e-08,0,1,1,0,0,10,10,1064
1e-06,9.22197882333432e-08,0,1,1,0,0,10,10,1065
1e-06,9.54771611420807e-08,0,1,1,0,0,10,10,1066
1e-06,9.88495904662559e-08,0,1,1,0,0,10,10,1067
1e-06,1.02341140210545e-07,0,1,1,0,0,10,10,1068
1e-06,1.05956017927761e-07,0,1,1,0,0,10,10,1069
1e-06,1.09698579789238e-07,0,1,1,0,0,10,10,1070
1e-06,1.13573335834311e-07,0,1,1,0,0,10,10,1071
1e-06,1.17584955405216e-07,0,1,1,0,0,10,10,1072
1e-06,1.21738272773966e-07,0,1,1,0,0,10,10,1073
1e-06,1.26038292967973e-07,0,1,1,0,0,10,10,1074
1e-06,1.3049019780144e-07,0,1,1,0,0,10,10,1075
1e-06,1.35099352119803e-07,0,1,1,0,0,10,10,1076
1e-06,1.39871310264724e-07,0,1,1,0,0,10,10,1077
1e-06,1.44811822767453e-07,0,1,1,0,0,10,10,1078
1e-06,1.49926843278605e-07,0,1,1,0,0,10,10,1079
1e-06,1.55222535742705e-07,0,1,1,0,0,10,10,1080
1e-06,1.60705281826164e-07,0,1,1,0,0,10,10,1081
1e-06,1.66381688607613e-07,0,1,1,0,0,10,10,1082
1e-06,1.72258596539879e-07,0,1,1,0,0,10,10,1083
1e-06,1.78343087693191e-07,0,1,1,0,0,10,10,1084
1e-06,1.84642494289554e-07,0,1,1,0,0,10,10,1085
1e-06,1.9116440753857e-07,0,1,1,0,0,10,10,1086
1e-06,1.97916686785356e-07,0,1,1,0,0,10,10,1087
1e-06,2.04907468981585e-07,0,1,1,0,0,10,10,1088
1e-06,2.12145178491063e-07,0,1,1,0,0,10,10,1089
1e-06,2.19638537241655e-07,0,1,1,0,0,10,10,1090
1e-06,2.27396575235793e-07,0,1,1,0,0,10,10,1091
1e-06,2.35428641432242e-07,0,1,1,0,0,10,10,1092
1e-06,2.43744415012222e-07,0,1,1,0,0,10,10,1093
1e-06,2.52353917043477e-07,0,1,1,0,0,10,10,1094
1e-06,2.61267522556333e-07,0,1,1,0,0,10,10,1095
1e-06,2.70495973046314e-07,0,1,1,0,0,10,10,1096
1e-06,2.80050389418363e-07,0,1,1,0,0,10,10,1097
1e-06,2.89942285388288e-07,0,1,1,0,0,10,10,1098
1e-06,3.00183581357559e-07,0,1,1,0,0,10,10,1099
1e-06,3.10786618778201e-07,0,1,1,0,0,10,10,1100
1e-06,3.21764175025074e-07,0,1,1,0,0,10,10,1101
1e-06,3.33129478793467e-07,0,1,1,0,0,10,10,1102
1e-06,3.44896226040576e-07,0,1,1,0,0,10,10,1103
1e-06,3.57078596490046e-07,0,1,1,0,0,10,10,1104
1e-06,3.69691270719502e-07,0,1,1,0,0,10,10,1105
1e-06,3.82749447851632e-07,0,1,1,0,0,10,10,1106
1e-06,3.96268863870148e-07,0,1,1,0,0,10,10,1107
1e-06,4.10265810582719e-07,0,1,1,0,0,10,10,1108
1e-06,4.24757155253689e-07,0,1,1,0,0,10,10,1109
1e-06,4.39760360930272e-07,0,1,1,0,0,10,10,1110
1e-06,4.55293507486695e-07,0,1,1,0,0,10,10,1111
1e-06,4.71375313411673e-07,0,1,1,0,0,10,10,1112
1e-06,4.88025158365443e-07,0,1,1,0,0,10,10,1113
1e-06,5.05263106533568e-07,0,1,1,0,0,10,10,1114
1e-06,5.23109930805626e-07,0,1,1,0,0,10,10,1115
1e-06,5.41587137807948e-07,0,1,1,0,0,10,10,1116
1e-06,5.60716993820546e-07,0,1,1,0,0,10,10,1117
1e-06,5.8052255160949e-07,0,1,1,0,0,10,10,1118
1e-06,6.01027678207039e-07,0,1,1,0,0,10,10,1119
1e-06,6.22257083673023e-07,0,1,1,0,0,10,10,1120
1e-06,6.44236350872137e-07,0,1,1,0,0,10,10,1121
1e-06,6.66991966303011e-07,0,1,1,0,0,10,10,1122
1e-06,6.90551352016233e-07,0,1,1,0,0,10,10,1123
1e-06,7.14942898659758e-07,0,1,1,0,0,10,10,1124
1e-06,7.40195999691565e-07,0,1,1,0,0,10,10,1125
1e-06,7.66341086800746e-07,0,1,1,0,0,10,10,1126
1e-06,7.93409666579749e-07,0,1,1,0,0,10,10,1127
1e-06,8.21434358491942e-07,0,1,1,0,0,10,10,1128
1e-06,8.50448934180267e-07,0,1,1,0,0,10,10,1129
1e-06,8.80488358164346e-07,0,1,1,0,0,10,10,1130
1e-06,9.11588829975082e-07,0,1,1,0,0,10,10,1131
1e-06,9.43787827777539e-07,0,1,1,0,0,10,10,1132
1e-06,9.7712415353465e-07,0,1,1,0,0,10,10,1133
1e-06,1.01163797976621e-06,0,1,1,0,0,10,10,1134
1e-06,1.04737089795945e-06,0,1,1,0,0,10,10,1135
1e-06,1.08436596868961e-06,0,1,1,0,0,10,10,1136
1e-06,1.12266777351081e-06,0,1,1,0,0,10,10,1137
1e-06,1.16232246867985e-06,0,1,1,0,0,10,10,1138
1e-06,1.20337784077759e-06,0,1,1,0,0,10,10,1139
1e-06,1.24588336429501e-06,0,1,1,0,0,10,10,1140
1e-06,1.28989026125331e-06,0,1,1,0,0,10,10,1141
1e-06,1.3354515629299e-06,0,1,1,0,0,10,10,1142
1e-06,1.38262217376466e-06,0,1,1,0,0,10,10,1143
1e-06,1.43145893752348e-06,0,1,1,0,0,10,10,1144
1e-06,1.48202070579886e-06,0,1,1,0,0,10,10,1145
1e-06,1.53436840893001e-06,0,1,1,0,0,10,10,1146
1e-06,1.58856512942805e-06,0,1,1,0,0,10,10,1147
1e-06,1.64467617799466e-06,0,1,1,0,0,10,10,1148
1e-06,1.7027691722259e-06,0,1,1,0,0,10,10,1149
1e-06,1.76291411809595e-06,0,1,1,0,0,10,10,1150
1e-06,1.82518349431904e-06,0,1,1,0,0,10,10,1151
1e-06,1.88965233969121e-06,0,1,1,0,0,10,10,1152
1e-06,1.95639834351706e-06,0,1,1,0,0,10,10,1153
1e-06,2.02550193923067e-06,0,1,1,0,0,10,10,1154
1e-06,2.09704640132323e-06,0,1,1,0,0,10,10,1155
1e-06,2.1711179456945e-06,0,1,1,0,0,10,10,1156
1e-06,2.24780583354873e-06,0,1,1,0,0,10,10,1157
1e-06,2.32720247896041e-06,0,1,1,0,0,10,10,1158
1e-06,2.40940356023953e-06,0,1,1,0,0,10,10,1159
1e-06,2.49450813523032e-06,0,1,1,0,0,10,10,1160
1e-06,2.58261876068267e-06,0,1,1,0,0,10,10,1161
1e-06,2.67384161583994e-06,0,1,1,0,0,10,10,1162
1e-06,2.76828663039207e-06,0,1,1,0,0,10,10,1163
1e-06,2.86606761694825e-06,0,1,1,0,0,10,10,1164
1e-06,2.96730240818887e-06,0,1,1,0,0,10,10,1165
1e-06,3.07211299886176e-06,0,1,1,0,0,10,10,1166
1e-06,3.18062569279412e-06,0,1,1,0,0,10,10,1167
1e-06,3.29297125509715e-06,0,1,1,0,0,10,10,1168
1e-06,3.40928506974681e-06,0,1,1,0,0,10,10,1169
1e-06,3.52970730273065e-06,0,1,1,0,0,10,10,1170
1e-06,3.65438307095726e-06,0,1,1,0,0,10,10,1171
1e-06,3.78346261713193e-06,0,1,1,0,0,10,10,1172
1e-06,3.91710149080926e-06,0,1,1,0,0,10,10,1173
1e-06,4.05546073584083e-06,0,1,1,0,0,10,10,1174
1e-06,4.19870708444391e-06,0,1,1,0,0,10,10,1175
1e-06,4.34701315812503e-06,0,1,1,0,0,10,10,1176
1e-06,4.5005576757005e-06,0,1,1,0,0,10,10,1177
1e-06,4.65952566866469e-06,0,1,1,0,0,10,10,1178
1e-06,4.82410870416537e-06,0,1,1,0,0,10,10,1179
1e-06,4.99450511585514e-06,0,1,1,0,0,10,10,1180
1e-06,5.17092024289675e-06,0,1,1,0,0,10,10,1181
1e-06,5.35356667741072e-06,0,1,1,0,0,10,10,1182
1e-06,5.54266452066311e-06,0,1,1,0,0,10,10,1183
1e-06,5.73844164830239e-06,0,1,1,0,0,10,10,1184
1e-06,5.94113398496504e-06,0,1,1,0,0,10,10,1185
1e-06,6.1509857885805e-06,0,1,1,0,0,10,10,1186
1e-06,6.36824994471859e-06,0,1,1,0,0,10,10,1187
1e-06,6.59318827133354e-06,0,1,1,0,0,10,10,1188
1e-06,6.82607183427238e-06,0,1,1,0,0,10,10,1189
1e-06,7.06718127392749e-06,0,1,1,0,0,10,10,1190
1e-06,7.31680714342721e-06,0,1,1,0,0,10,10,1191
1e-06,7.57525025877192e-06,0,1,1,0,0,10,10,1192
1e-06,7.84282206133768e-06,0,1,1,0,0,10,10,1193
1e-06,8.11984499318401e-06,0,1,1,0,0,10,10,1194
1e-06,8.40665288561832e-06,0,1,1,0,0,10,10,1195
1e-06,8.70359136148517e-06,0,1,1,0,0,10,10,1196
1e-06,9.01101825166502e-06,0,1,1,0,0,10,10,1197
1e-06,9.3293040262847e-06,0,1,1,0,0,10,10,1198
1e-06,9.65883224115871e-06,0,1,1,0,0,10,10,1199
1e-06,1e-05,0,1,1,0,0,10,10,1200
