D,supply,osm_coeff,no_saturation,fast_pseudo,Keq_1,Keq_2,alpha_1,alpha_2,id
5.05263106533568e-05,1.68318035333096e-08,0,1,1,1,1,0.182,0,22616
5.05263106533568e-05,1.74263338600965e-08,0,1,1,1,1,0.182,0,22617
5.05263106533568e-05,1.80418640939207e-08,0,1,1,1,1,0.182,0,22618
5.05263106533568e-05,1.86791359902078e-08,0,1,1,1,1,0.182,0,22619
5.05263106533568e-05,1.93389175045523e-08,0,1,1,1,1,0.182,0,22620
5.05263106533568e-05,2.00220037181558e-08,0,1,1,1,1,0.182,0,22621
5.05263106533568e-05,2.07292177959537e-08,0,1,1,1,1,0.182,0,22622
5.05263106533568e-05,2.14614119785841e-08,0,1,1,1,1,0.182,0,22623
5.05263106533568e-05,2.22194686093952e-08,0,1,1,1,1,0.182,0,22624
5.05263106533568e-05,2.30043011977292e-08,0,1,1,1,1,0.182,0,22625
5.05263106533568e-05,2.38168555197616e-08,0,1,1,1,1,0.182,0,22626
5.05263106533568e-05,2.4658110758226e-08,0,1,1,1,1,0.182,0,22627
5.05263106533568e-05,2.55290806823952e-08,0,1,1,1,1,0.182,0,22628
5.05263106533568e-05,2.6430814869741e-08,0,1,1,1,1,0.182,0,22629
5.05263106533568e-05,2.73643999707467e-08,0,1,1,1,1,0.182,0,22630
5.05263106533568e-05,2.83309610183932e-08,0,1,1,1,1,0.182,0,22631
5.05263106533568e-05,2.93316627839004e-08,0,1,1,1,1,0.182,0,22632
5.05263106533568e-05,3.03677111803546e-08,0,1,1,1,1,0.182,0,22633
5.05263106533568e-05,3.1440354715915e-08,0,1,1,1,1,0.182,0,22634
5.05263106533568e-05,3.25508859983506e-08,0,1,1,1,1,0.182,0,22635
5.05263106533568e-05,3.37006432927192e-08,0,1,1,1,1,0.182,0,22636
5.05263106533568e-05,3.48910121340677e-08,0,1,1,1,1,0.182,0,22637
5.05263106533568e-05,3.61234269970943e-08,0,1,1,1,1,0.182,0,22638
5.05263106533568e-05,3.7399373024788e-08,0,1,1,1,1,0.182,0,22639
5.05263106533568e-05,3.87203878181256e-08,0,1,1,1,1,0.182,0,22640
5.05263106533568e-05,4.00880632889846e-08,0,1,1,1,1,0.182,0,22641
5.05263106533568e-05,4.15040475785047e-08,0,1,1,1,1,0.182,0,22642
5.05263106533568e-05,4.29700470432084e-08,0,1,1,1,1,0.182,0,22643
5.05263106533568e-05,4.44878283112759e-08,0,1,1,1,1,0.182,0,22644
5.05263106533568e-05,4.6059220411451e-08,0,1,1,1,1,0.182,0,22645
5.05263106533568e-05,4.76861169771447e-08,0,1,1,1,1,0.182,0,22646
5.05263106533568e-05,4.937047852839e-08,0,1,1,1,1,0.182,0,22647
5.05263106533568e-05,5.11143348344017e-08,0,1,1,1,1,0.182,0,22648
5.05263106533568e-05,5.29197873595844e-08,0,1,1,1,1,0.182,0,22649
5.05263106533568e-05,5.47890117959395e-08,0,1,1,1,1,0.182,0,22650
5.05263106533568e-05,5.67242606849198e-08,0,1,1,1,1,0.182,0,22651
5.05263106533568e-05,5.87278661318948e-08,0,1,1,1,1,0.182,0,22652
5.05263106533568e-05,6.08022426164943e-08,0,1,1,1,1,0.182,0,22653
5.05263106533568e-05,6.29498899022189e-08,0,1,1,1,1,0.182,0,22654
5.05263106533568e-05,6.51733960488242e-08,0,1,1,1,1,0.182,0,22655
5.05263106533568e-05,6.7475440531107e-08,0,1,1,1,1,0.182,0,22656
5.05263106533568e-05,6.98587974678525e-08,0,1,1,1,1,0.182,0,22657
5.05263106533568e-05,7.23263389648353e-08,0,1,1,1,1,0.182,0,22658
5.05263106533568e-05,7.48810385759003e-08,0,1,1,1,1,0.182,0,22659
5.05263106533568e-05,7.75259748862946e-08,0,1,1,1,1,0.182,0,22660
5.05263106533568e-05,8.02643352225717e-08,0,1,1,1,1,0.182,0,22661
5.05263106533568e-05,8.30994194935339e-08,0,1,1,1,1,0.182,0,22662
5.05263106533568e-05,8.60346441668451e-08,0,1,1,1,1,0.182,0,22663
5.05263106533568e-05,8.90735463861044e-08,0,1,1,1,1,0.182,0,22664
5.05263106533568e-05,9.22197882333432e-08,0,1,1,1,1,0.182,0,22665
5.05263106533568e-05,9.54771611420807e-08,0,1,1,1,1,0.182,0,22666
5.05263106533568e-05,9.88495904662559e-08,0,1,1,1,1,0.182,0,22667
5.05263106533568e-05,1.02341140210545e-07,0,1,1,1,1,0.182,0,22668
5.05263106533568e-05,1.05956017927761e-07,0,1,1,1,1,0.182,0,22669
5.05263106533568e-05,1.09698579789238e-07,0,1,1,1,1,0.182,0,22670
5.05263106533568e-05,1.13573335834311e-07,0,1,1,1,1,0.182,0,22671
5.05263106533568e-05,1.17584955405216e-07,0,1,1,1,1,0.182,0,22672
5.05263106533568e-05,1.21738272773966e-07,0,1,1,1,1,0.182,0,22673
5.05263106533568e-05,1.26038292967973e-07,0,1,1,1,1,0.182,0,22674
5.05263106533568e-05,1.3049019780144e-07,0,1,1,1,1,0.182,0,22675
5.05263106533568e-05,1.35099352119803e-07,0,1,1,1,1,0.182,0,22676
5.05263106533568e-05,1.39871310264724e-07,0,1,1,1,1,0.182,0,22677
5.05263106533568e-05,1.44811822767453e-07,0,1,1,1,1,0.182,0,22678
5.05263106533568e-05,1.49926843278605e-07,0,1,1,1,1,0.182,0,22679
5.05263106533568e-05,1.55222535742705e-07,0,1,1,1,1,0.182,0,22680
5.05263106533568e-05,1.60705281826164e-07,0,1,1,1,1,0.182,0,22681
5.05263106533568e-05,1.66381688607613e-07,0,1,1,1,1,0.182,0,22682
5.05263106533568e-05,1.72258596539879e-07,0,1,1,1,1,0.182,0,22683
5.05263106533568e-05,1.78343087693191e-07,0,1,1,1,1,0.182,0,22684
5.05263106533568e-05,1.84642494289554e-07,0,1,1,1,1,0.182,0,22685
5.05263106533568e-05,1.9116440753857e-07,0,1,1,1,1,0.182,0,22686
5.05263106533568e-05,1.97916686785356e-07,0,1,1,1,1,0.182,0,22687
5.05263106533568e-05,2.04907468981585e-07,0,1,1,1,1,0.182,0,22688
5.05263106533568e-05,2.12145178491063e-07,0,1,1,1,1,0.182,0,22689
5.05263106533568e-05,2.19638537241655e-07,0,1,1,1,1,0.182,0,22690
5.05263106533568e-05,2.27396575235793e-07,0,1,1,1,1,0.182,0,22691
5.05263106533568e-05,2.35428641432242e-07,0,1,1,1,1,0.182,0,22692
5.05263106533568e-05,2.43744415012222e-07,0,1,1,1,1,0.182,0,22693
5.05263106533568e-05,2.52353917043477e-07,0,1,1,1,1,0.182,0,22694
5.05263106533568e-05,2.61267522556333e-07,0,1,1,1,1,0.182,0,22695
5.05263106533568e-05,2.70495973046314e-07,0,1,1,1,1,0.182,0,22696
5.05263106533568e-05,2.80050389418363e-07,0,1,1,1,1,0.182,0,22697
5.05263106533568e-05,2.89942285388288e-07,0,1,1,1,1,0.182,0,22698
5.05263106533568e-05,3.00183581357559e-07,0,1,1,1,1,0.182,0,22699
5.05263106533568e-05,3.10786618778201e-07,0,1,1,1,1,0.182,0,22700
5.05263106533568e-05,3.21764175025074e-07,0,1,1,1,1,0.182,0,22701
5.05263106533568e-05,3.33129478793467e-07,0,1,1,1,1,0.182,0,22702
5.05263106533568e-05,3.44896226040576e-07,0,1,1,1,1,0.182,0,22703
5.05263106533568e-05,3.57078596490046e-07,0,1,1,1,1,0.182,0,22704
5.05263106533568e-05,3.69691270719502e-07,0,1,1,1,1,0.182,0,22705
5.05263106533568e-05,3.82749447851632e-07,0,1,1,1,1,0.182,0,22706
5.05263106533568e-05,3.96268863870148e-07,0,1,1,1,1,0.182,0,22707
5.05263106533568e-05,4.10265810582719e-07,0,1,1,1,1,0.182,0,22708
5.05263106533568e-05,4.24757155253689e-07,0,1,1,1,1,0.182,0,22709
5.05263106533568e-05,4.39760360930272e-07,0,1,1,1,1,0.182,0,22710
5.05263106533568e-05,4.55293507486695e-07,0,1,1,1,1,0.182,0,22711
5.05263106533568e-05,4.71375313411673e-07,0,1,1,1,1,0.182,0,22712
5.05263106533568e-05,4.88025158365443e-07,0,1,1,1,1,0.182,0,22713
5.05263106533568e-05,5.05263106533568e-07,0,1,1,1,1,0.182,0,22714
5.05263106533568e-05,5.23109930805626e-07,0,1,1,1,1,0.182,0,22715
5.05263106533568e-05,5.41587137807948e-07,0,1,1,1,1,0.182,0,22716
5.05263106533568e-05,5.60716993820546e-07,0,1,1,1,1,0.182,0,22717
5.05263106533568e-05,5.8052255160949e-07,0,1,1,1,1,0.182,0,22718
5.05263106533568e-05,6.01027678207039e-07,0,1,1,1,1,0.182,0,22719
5.05263106533568e-05,6.22257083673023e-07,0,1,1,1,1,0.182,0,22720
5.05263106533568e-05,6.44236350872137e-07,0,1,1,1,1,0.182,0,22721
5.05263106533568e-05,6.66991966303011e-07,0,1,1,1,1,0.182,0,22722
5.05263106533568e-05,6.90551352016233e-07,0,1,1,1,1,0.182,0,22723
5.05263106533568e-05,7.14942898659758e-07,0,1,1,1,1,0.182,0,22724
5.05263106533568e-05,7.40195999691565e-07,0,1,1,1,1,0.182,0,22725
5.05263106533568e-05,7.66341086800746e-07,0,1,1,1,1,0.182,0,22726
5.05263106533568e-05,7.93409666579749e-07,0,1,1,1,1,0.182,0,22727
5.05263106533568e-05,8.21434358491942e-07,0,1,1,1,1,0.182,0,22728
5.05263106533568e-05,8.50448934180267e-07,0,1,1,1,1,0.182,0,22729
5.05263106533568e-05,8.80488358164346e-07,0,1,1,1,1,0.182,0,22730
5.05263106533568e-05,9.11588829975082e-07,0,1,1,1,1,0.182,0,22731
5.05263106533568e-05,9.43787827777539e-07,0,1,1,1,1,0.182,0,22732
5.05263106533568e-05,9.7712415353465e-07,0,1,1,1,1,0.182,0,22733
5.05263106533568e-05,1.01163797976621e-06,0,1,1,1,1,0.182,0,22734
5.05263106533568e-05,1.04737089795945e-06,0,1,1,1,1,0.182,0,22735
5.05263106533568e-05,1.08436596868961e-06,0,1,1,1,1,0.182,0,22736
5.05263106533568e-05,1.12266777351081e-06,0,1,1,1,1,0.182,0,22737
5.05263106533568e-05,1.16232246867985e-06,0,1,1,1,1,0.182,0,22738
5.05263106533568e-05,1.20337784077759e-06,0,1,1,1,1,0.182,0,22739
5.05263106533568e-05,1.24588336429501e-06,0,1,1,1,1,0.182,0,22740
5.05263106533568e-05,1.28989026125331e-06,0,1,1,1,1,0.182,0,22741
5.05263106533568e-05,1.3354515629299e-06,0,1,1,1,1,0.182,0,22742
5.05263106533568e-05,1.38262217376466e-06,0,1,1,1,1,0.182,0,22743
5.05263106533568e-05,1.43145893752348e-06,0,1,1,1,1,0.182,0,22744
5.05263106533568e-05,1.48202070579886e-06,0,1,1,1,1,0.182,0,22745
5.05263106533568e-05,1.53436840893001e-06,0,1,1,1,1,0.182,0,22746
5.05263106533568e-05,1.58856512942805e-06,0,1,1,1,1,0.182,0,22747
5.05263106533568e-05,1.64467617799466e-06,0,1,1,1,1,0.182,0,22748
5.05263106533568e-05,1.7027691722259e-06,0,1,1,1,1,0.182,0,22749
5.05263106533568e-05,1.76291411809595e-06,0,1,1,1,1,0.182,0,22750
5.05263106533568e-05,1.82518349431904e-06,0,1,1,1,1,0.182,0,22751
5.05263106533568e-05,1.88965233969121e-06,0,1,1,1,1,0.182,0,22752
5.05263106533568e-05,1.95639834351706e-06,0,1,1,1,1,0.182,0,22753
5.05263106533568e-05,2.02550193923067e-06,0,1,1,1,1,0.182,0,22754
5.05263106533568e-05,2.09704640132323e-06,0,1,1,1,1,0.182,0,22755
5.05263106533568e-05,2.1711179456945e-06,0,1,1,1,1,0.182,0,22756
5.05263106533568e-05,2.24780583354873e-06,0,1,1,1,1,0.182,0,22757
5.05263106533568e-05,2.32720247896041e-06,0,1,1,1,1,0.182,0,22758
5.05263106533568e-05,2.40940356023953e-06,0,1,1,1,1,0.182,0,22759
5.05263106533568e-05,2.49450813523032e-06,0,1,1,1,1,0.182,0,22760
5.05263106533568e-05,2.58261876068267e-06,0,1,1,1,1,0.182,0,22761
5.05263106533568e-05,2.67384161583994e-06,0,1,1,1,1,0.182,0,22762
5.05263106533568e-05,2.76828663039207e-06,0,1,1,1,1,0.182,0,22763
5.05263106533568e-05,2.86606761694825e-06,0,1,1,1,1,0.182,0,22764
5.05263106533568e-05,2.96730240818887e-06,0,1,1,1,1,0.182,0,22765
5.05263106533568e-05,3.07211299886176e-06,0,1,1,1,1,0.182,0,22766
5.05263106533568e-05,3.18062569279412e-06,0,1,1,1,1,0.182,0,22767
5.05263106533568e-05,3.29297125509715e-06,0,1,1,1,1,0.182,0,22768
5.05263106533568e-05,3.40928506974681e-06,0,1,1,1,1,0.182,0,22769
5.05263106533568e-05,3.52970730273065e-06,0,1,1,1,1,0.182,0,22770
5.05263106533568e-05,3.65438307095726e-06,0,1,1,1,1,0.182,0,22771
5.05263106533568e-05,3.78346261713193e-06,0,1,1,1,1,0.182,0,22772
5.05263106533568e-05,3.91710149080926e-06,0,1,1,1,1,0.182,0,22773
5.05263106533568e-05,4.05546073584083e-06,0,1,1,1,1,0.182,0,22774
5.05263106533568e-05,4.19870708444391e-06,0,1,1,1,1,0.182,0,22775
5.05263106533568e-05,4.34701315812503e-06,0,1,1,1,1,0.182,0,22776
5.05263106533568e-05,4.5005576757005e-06,0,1,1,1,1,0.182,0,22777
5.05263106533568e-05,4.65952566866469e-06,0,1,1,1,1,0.182,0,22778
5.05263106533568e-05,4.82410870416537e-06,0,1,1,1,1,0.182,0,22779
5.05263106533568e-05,4.99450511585514e-06,0,1,1,1,1,0.182,0,22780
5.05263106533568e-05,5.17092024289675e-06,0,1,1,1,1,0.182,0,22781
5.05263106533568e-05,5.35356667741072e-06,0,1,1,1,1,0.182,0,22782
5.05263106533568e-05,5.54266452066311e-06,0,1,1,1,1,0.182,0,22783
5.05263106533568e-05,5.73844164830239e-06,0,1,1,1,1,0.182,0,22784
5.05263106533568e-05,5.94113398496504e-06,0,1,1,1,1,0.182,0,22785
5.05263106533568e-05,6.1509857885805e-06,0,1,1,1,1,0.182,0,22786
5.05263106533568e-05,6.36824994471859e-06,0,1,1,1,1,0.182,0,22787
5.05263106533568e-05,6.59318827133354e-06,0,1,1,1,1,0.182,0,22788
5.05263106533568e-05,6.82607183427238e-06,0,1,1,1,1,0.182,0,22789
5.05263106533568e-05,7.06718127392749e-06,0,1,1,1,1,0.182,0,22790
5.05263106533568e-05,7.31680714342721e-06,0,1,1,1,1,0.182,0,22791
5.05263106533568e-05,7.57525025877192e-06,0,1,1,1,1,0.182,0,22792
5.05263106533568e-05,7.84282206133768e-06,0,1,1,1,1,0.182,0,22793
5.05263106533568e-05,8.11984499318401e-06,0,1,1,1,1,0.182,0,22794
5.05263106533568e-05,8.40665288561832e-06,0,1,1,1,1,0.182,0,22795
5.05263106533568e-05,8.70359136148517e-06,0,1,1,1,1,0.182,0,22796
5.05263106533568e-05,9.01101825166502e-06,0,1,1,1,1,0.182,0,22797
5.05263106533568e-05,9.3293040262847e-06,0,1,1,1,1,0.182,0,22798
5.05263106533568e-05,9.65883224115871e-06,0,1,1,1,1,0.182,0,22799
5.05263106533568e-05,1e-05,0,1,1,1,1,0.182,0,22800
5.23109930805626e-05,1e-08,0,1,1,1,1,0.182,0,22801
5.23109930805626e-05,1.03532184329566e-08,0,1,1,1,1,0.182,0,22802
5.23109930805626e-05,1.07189131920513e-08,0,1,1,1,1,0.182,0,22803
5.23109930805626e-05,1.10975249641207e-08,0,1,1,1,1,0.182,0,22804
5.23109930805626e-05,1.14895100018731e-08,0,1,1,1,1,0.182,0,22805
5.23109930805626e-05,1.18953406737032e-08,0,1,1,1,1,0.182,0,22806
5.23109930805626e-05,1.23155060329283e-08,0,1,1,1,1,0.182,0,22807
5.23109930805626e-05,1.27505124071301e-08,0,1,1,1,1,0.182,0,22808
5.23109930805626e-05,1.32008840083142e-08,0,1,1,1,1,0.182,0,22809
5.23109930805626e-05,1.36671635646201e-08,0,1,1,1,1,0.182,0,22810
5.23109930805626e-05,1.41499129743458e-08,0,1,1,1,1,0.182,0,22811
5.23109930805626e-05,1.46497139830728e-08,0,1,1,1,1,0.182,0,22812
5.23109930805626e-05,1.51671688847092e-08,0,1,1,1,1,0.182,0,22813
5.23109930805626e-05,1.57029012472938e-08,0,1,1,1,1,0.182,0,22814
5.23109930805626e-05,1.62575566644379e-08,0,1,1,1,1,0.182,0,22815
5.23109930805626e-05,1.68318035333096e-08,0,1,1,1,1,0.182,0,22816
5.23109930805626e-05,1.74263338600965e-08,0,1,1,1,1,0.182,0,22817
5.23109930805626e-05,1.80418640939207e-08,0,1,1,1,1,0.182,0,22818
5.23109930805626e-05,1.86791359902078e-08,0,1,1,1,1,0.182,0,22819
5.23109930805626e-05,1.93389175045523e-08,0,1,1,1,1,0.182,0,22820
5.23109930805626e-05,2.00220037181558e-08,0,1,1,1,1,0.182,0,22821
5.23109930805626e-05,2.07292177959537e-08,0,1,1,1,1,0.182,0,22822
5.23109930805626e-05,2.14614119785841e-08,0,1,1,1,1,0.182,0,22823
5.23109930805626e-05,2.22194686093952e-08,0,1,1,1,1,0.182,0,22824
5.23109930805626e-05,2.30043011977292e-08,0,1,1,1,1,0.182,0,22825
5.23109930805626e-05,2.38168555197616e-08,0,1,1,1,1,0.182,0,22826
5.23109930805626e-05,2.4658110758226e-08,0,1,1,1,1,0.182,0,22827
5.23109930805626e-05,2.55290806823952e-08,0,1,1,1,1,0.182,0,22828
5.23109930805626e-05,2.6430814869741e-08,0,1,1,1,1,0.182,0,22829
5.23109930805626e-05,2.73643999707467e-08,0,1,1,1,1,0.182,0,22830
5.23109930805626e-05,2.83309610183932e-08,0,1,1,1,1,0.182,0,22831
5.23109930805626e-05,2.93316627839004e-08,0,1,1,1,1,0.182,0,22832
5.23109930805626e-05,3.03677111803546e-08,0,1,1,1,1,0.182,0,22833
5.23109930805626e-05,3.1440354715915e-08,0,1,1,1,1,0.182,0,22834
5.23109930805626e-05,3.25508859983506e-08,0,1,1,1,1,0.182,0,22835
5.23109930805626e-05,3.37006432927192e-08,0,1,1,1,1,0.182,0,22836
5.23109930805626e-05,3.48910121340677e-08,0,1,1,1,1,0.182,0,22837
5.23109930805626e-05,3.61234269970943e-08,0,1,1,1,1,0.182,0,22838
5.23109930805626e-05,3.7399373024788e-08,0,1,1,1,1,0.182,0,22839
5.23109930805626e-05,3.87203878181256e-08,0,1,1,1,1,0.182,0,22840
5.23109930805626e-05,4.00880632889846e-08,0,1,1,1,1,0.182,0,22841
5.23109930805626e-05,4.15040475785047e-08,0,1,1,1,1,0.182,0,22842
5.23109930805626e-05,4.29700470432084e-08,0,1,1,1,1,0.182,0,22843
5.23109930805626e-05,4.44878283112759e-08,0,1,1,1,1,0.182,0,22844
5.23109930805626e-05,4.6059220411451e-08,0,1,1,1,1,0.182,0,22845
5.23109930805626e-05,4.76861169771447e-08,0,1,1,1,1,0.182,0,22846
5.23109930805626e-05,4.937047852839e-08,0,1,1,1,1,0.182,0,22847
5.23109930805626e-05,5.11143348344017e-08,0,1,1,1,1,0.182,0,22848
5.23109930805626e-05,5.29197873595844e-08,0,1,1,1,1,0.182,0,22849
5.23109930805626e-05,5.47890117959395e-08,0,1,1,1,1,0.182,0,22850
5.23109930805626e-05,5.67242606849198e-08,0,1,1,1,1,0.182,0,22851
5.23109930805626e-05,5.87278661318948e-08,0,1,1,1,1,0.182,0,22852
5.23109930805626e-05,6.08022426164943e-08,0,1,1,1,1,0.182,0,22853
5.23109930805626e-05,6.29498899022189e-08,0,1,1,1,1,0.182,0,22854
5.23109930805626e-05,6.51733960488242e-08,0,1,1,1,1,0.182,0,22855
5.23109930805626e-05,6.7475440531107e-08,0,1,1,1,1,0.182,0,22856
5.23109930805626e-05,6.98587974678525e-08,0,1,1,1,1,0.182,0,22857
5.23109930805626e-05,7.23263389648353e-08,0,1,1,1,1,0.182,0,22858
5.23109930805626e-05,7.48810385759003e-08,0,1,1,1,1,0.182,0,22859
5.23109930805626e-05,7.75259748862946e-08,0,1,1,1,1,0.182,0,22860
5.23109930805626e-05,8.02643352225717e-08,0,1,1,1,1,0.182,0,22861
5.23109930805626e-05,8.30994194935339e-08,0,1,1,1,1,0.182,0,22862
5.23109930805626e-05,8.60346441668451e-08,0,1,1,1,1,0.182,0,22863
5.23109930805626e-05,8.90735463861044e-08,0,1,1,1,1,0.182,0,22864
5.23109930805626e-05,9.22197882333432e-08,0,1,1,1,1,0.182,0,22865
5.23109930805626e-05,9.54771611420807e-08,0,1,1,1,1,0.182,0,22866
5.23109930805626e-05,9.88495904662559e-08,0,1,1,1,1,0.182,0,22867
5.23109930805626e-05,1.02341140210545e-07,0,1,1,1,1,0.182,0,22868
5.23109930805626e-05,1.05956017927761e-07,0,1,1,1,1,0.182,0,22869
5.23109930805626e-05,1.09698579789238e-07,0,1,1,1,1,0.182,0,22870
5.23109930805626e-05,1.13573335834311e-07,0,1,1,1,1,0.182,0,22871
5.23109930805626e-05,1.17584955405216e-07,0,1,1,1,1,0.182,0,22872
5.23109930805626e-05,1.21738272773966e-07,0,1,1,1,1,0.182,0,22873
5.23109930805626e-05,1.26038292967973e-07,0,1,1,1,1,0.182,0,22874
5.23109930805626e-05,1.3049019780144e-07,0,1,1,1,1,0.182,0,22875
5.23109930805626e-05,1.35099352119803e-07,0,1,1,1,1,0.182,0,22876
5.23109930805626e-05,1.39871310264724e-07,0,1,1,1,1,0.182,0,22877
5.23109930805626e-05,1.44811822767453e-07,0,1,1,1,1,0.182,0,22878
5.23109930805626e-05,1.49926843278605e-07,0,1,1,1,1,0.182,0,22879
5.23109930805626e-05,1.55222535742705e-07,0,1,1,1,1,0.182,0,22880
5.23109930805626e-05,1.60705281826164e-07,0,1,1,1,1,0.182,0,22881
5.23109930805626e-05,1.66381688607613e-07,0,1,1,1,1,0.182,0,22882
5.23109930805626e-05,1.72258596539879e-07,0,1,1,1,1,0.182,0,22883
5.23109930805626e-05,1.78343087693191e-07,0,1,1,1,1,0.182,0,22884
5.23109930805626e-05,1.84642494289554e-07,0,1,1,1,1,0.182,0,22885
5.23109930805626e-05,1.9116440753857e-07,0,1,1,1,1,0.182,0,22886
5.23109930805626e-05,1.97916686785356e-07,0,1,1,1,1,0.182,0,22887
5.23109930805626e-05,2.04907468981585e-07,0,1,1,1,1,0.182,0,22888
5.23109930805626e-05,2.12145178491063e-07,0,1,1,1,1,0.182,0,22889
5.23109930805626e-05,2.19638537241655e-07,0,1,1,1,1,0.182,0,22890
5.23109930805626e-05,2.27396575235793e-07,0,1,1,1,1,0.182,0,22891
5.23109930805626e-05,2.35428641432242e-07,0,1,1,1,1,0.182,0,22892
5.23109930805626e-05,2.43744415012222e-07,0,1,1,1,1,0.182,0,22893
5.23109930805626e-05,2.52353917043477e-07,0,1,1,1,1,0.182,0,22894
5.23109930805626e-05,2.61267522556333e-07,0,1,1,1,1,0.182,0,22895
5.23109930805626e-05,2.70495973046314e-07,0,1,1,1,1,0.182,0,22896
5.23109930805626e-05,2.80050389418363e-07,0,1,1,1,1,0.182,0,22897
5.23109930805626e-05,2.89942285388288e-07,0,1,1,1,1,0.182,0,22898
5.23109930805626e-05,3.00183581357559e-07,0,1,1,1,1,0.182,0,22899
5.23109930805626e-05,3.10786618778201e-07,0,1,1,1,1,0.182,0,22900
5.23109930805626e-05,3.21764175025074e-07,0,1,1,1,1,0.182,0,22901
5.23109930805626e-05,3.33129478793467e-07,0,1,1,1,1,0.182,0,22902
5.23109930805626e-05,3.44896226040576e-07,0,1,1,1,1,0.182,0,22903
5.23109930805626e-05,3.57078596490046e-07,0,1,1,1,1,0.182,0,22904
5.23109930805626e-05,3.69691270719502e-07,0,1,1,1,1,0.182,0,22905
5.23109930805626e-05,3.82749447851632e-07,0,1,1,1,1,0.182,0,22906
5.23109930805626e-05,3.96268863870148e-07,0,1,1,1,1,0.182,0,22907
5.23109930805626e-05,4.10265810582719e-07,0,1,1,1,1,0.182,0,22908
5.23109930805626e-05,4.24757155253689e-07,0,1,1,1,1,0.182,0,22909
5.23109930805626e-05,4.39760360930272e-07,0,1,1,1,1,0.182,0,22910
5.23109930805626e-05,4.55293507486695e-07,0,1,1,1,1,0.182,0,22911
5.23109930805626e-05,4.71375313411673e-07,0,1,1,1,1,0.182,0,22912
5.23109930805626e-05,4.88025158365443e-07,0,1,1,1,1,0.182,0,22913
5.23109930805626e-05,5.05263106533568e-07,0,1,1,1,1,0.182,0,22914
5.23109930805626e-05,5.23109930805626e-07,0,1,1,1,1,0.182,0,22915
5.23109930805626e-05,5.41587137807948e-07,0,1,1,1,1,0.182,0,22916
5.23109930805626e-05,5.60716993820546e-07,0,1,1,1,1,0.182,0,22917
5.23109930805626e-05,5.8052255160949e-07,0,1,1,1,1,0.182,0,22918
5.23109930805626e-05,6.01027678207039e-07,0,1,1,1,1,0.182,0,22919
5.23109930805626e-05,6.22257083673023e-07,0,1,1,1,1,0.182,0,22920
5.23109930805626e-05,6.44236350872137e-07,0,1,1,1,1,0.182,0,22921
5.23109930805626e-05,6.66991966303011e-07,0,1,1,1,1,0.182,0,22922
5.23109930805626e-05,6.90551352016233e-07,0,1,1,1,1,0.182,0,22923
5.23109930805626e-05,7.14942898659758e-07,0,1,1,1,1,0.182,0,22924
5.23109930805626e-05,7.40195999691565e-07,0,1,1,1,1,0.182,0,22925
5.23109930805626e-05,7.66341086800746e-07,0,1,1,1,1,0.182,0,22926
5.23109930805626e-05,7.93409666579749e-07,0,1,1,1,1,0.182,0,22927
5.23109930805626e-05,8.21434358491942e-07,0,1,1,1,1,0.182,0,22928
5.23109930805626e-05,8.50448934180267e-07,0,1,1,1,1,0.182,0,22929
5.23109930805626e-05,8.80488358164346e-07,0,1,1,1,1,0.182,0,22930
5.23109930805626e-05,9.11588829975082e-07,0,1,1,1,1,0.182,0,22931
5.23109930805626e-05,9.43787827777539e-07,0,1,1,1,1,0.182,0,22932
5.23109930805626e-05,9.7712415353465e-07,0,1,1,1,1,0.182,0,22933
5.23109930805626e-05,1.01163797976621e-06,0,1,1,1,1,0.182,0,22934
5.23109930805626e-05,1.04737089795945e-06,0,1,1,1,1,0.182,0,22935
5.23109930805626e-05,1.08436596868961e-06,0,1,1,1,1,0.182,0,22936
5.23109930805626e-05,1.12266777351081e-06,0,1,1,1,1,0.182,0,22937
5.23109930805626e-05,1.16232246867985e-06,0,1,1,1,1,0.182,0,22938
5.23109930805626e-05,1.20337784077759e-06,0,1,1,1,1,0.182,0,22939
5.23109930805626e-05,1.24588336429501e-06,0,1,1,1,1,0.182,0,22940
5.23109930805626e-05,1.28989026125331e-06,0,1,1,1,1,0.182,0,22941
5.23109930805626e-05,1.3354515629299e-06,0,1,1,1,1,0.182,0,22942
5.23109930805626e-05,1.38262217376466e-06,0,1,1,1,1,0.182,0,22943
5.23109930805626e-05,1.43145893752348e-06,0,1,1,1,1,0.182,0,22944
5.23109930805626e-05,1.48202070579886e-06,0,1,1,1,1,0.182,0,22945
5.23109930805626e-05,1.53436840893001e-06,0,1,1,1,1,0.182,0,22946
5.23109930805626e-05,1.58856512942805e-06,0,1,1,1,1,0.182,0,22947
5.23109930805626e-05,1.64467617799466e-06,0,1,1,1,1,0.182,0,22948
5.23109930805626e-05,1.7027691722259e-06,0,1,1,1,1,0.182,0,22949
5.23109930805626e-05,1.76291411809595e-06,0,1,1,1,1,0.182,0,22950
5.23109930805626e-05,1.82518349431904e-06,0,1,1,1,1,0.182,0,22951
5.23109930805626e-05,1.88965233969121e-06,0,1,1,1,1,0.182,0,22952
5.23109930805626e-05,1.95639834351706e-06,0,1,1,1,1,0.182,0,22953
5.23109930805626e-05,2.02550193923067e-06,0,1,1,1,1,0.182,0,22954
5.23109930805626e-05,2.09704640132323e-06,0,1,1,1,1,0.182,0,22955
