D,supply,osm_coeff,no_saturation,fast_pseudo,Keq_1,Keq_2,alpha_1,alpha_2,id
6.08022426164943e-06,6.98587974678525e-08,0,1,1,1,1,0.182,0,10457
6.08022426164943e-06,7.23263389648353e-08,0,1,1,1,1,0.182,0,10458
6.08022426164943e-06,7.48810385759003e-08,0,1,1,1,1,0.182,0,10459
6.08022426164943e-06,7.75259748862946e-08,0,1,1,1,1,0.182,0,10460
6.08022426164943e-06,8.02643352225717e-08,0,1,1,1,1,0.182,0,10461
6.08022426164943e-06,8.30994194935339e-08,0,1,1,1,1,0.182,0,10462
6.08022426164943e-06,8.60346441668451e-08,0,1,1,1,1,0.182,0,10463
6.08022426164943e-06,8.90735463861044e-08,0,1,1,1,1,0.182,0,10464
6.08022426164943e-06,9.22197882333432e-08,0,1,1,1,1,0.182,0,10465
6.08022426164943e-06,9.54771611420807e-08,0,1,1,1,1,0.182,0,10466
6.08022426164943e-06,9.88495904662559e-08,0,1,1,1,1,0.182,0,10467
6.08022426164943e-06,1.02341140210545e-07,0,1,1,1,1,0.182,0,10468
6.08022426164943e-06,1.05956017927761e-07,0,1,1,1,1,0.182,0,10469
6.08022426164943e-06,1.09698579789238e-07,0,1,1,1,1,0.182,0,10470
6.08022426164943e-06,1.13573335834311e-07,0,1,1,1,1,0.182,0,10471
6.08022426164943e-06,1.17584955405216e-07,0,1,1,1,1,0.182,0,10472
6.08022426164943e-06,1.21738272773966e-07,0,1,1,1,1,0.182,0,10473
6.08022426164943e-06,1.26038292967973e-07,0,1,1,1,1,0.182,0,10474
6.08022426164943e-06,1.3049019780144e-07,0,1,1,1,1,0.182,0,10475
6.08022426164943e-06,1.35099352119803e-07,0,1,1,1,1,0.182,0,10476
6.08022426164943e-06,1.39871310264724e-07,0,1,1,1,1,0.182,0,10477
6.08022426164943e-06,1.44811822767453e-07,0,1,1,1,1,0.182,0,10478
6.08022426164943e-06,1.49926843278605e-07,0,1,1,1,1,0.182,0,10479
6.08022426164943e-06,1.55222535742705e-07,0,1,1,1,1,0.182,0,10480
6.08022426164943e-06,1.60705281826164e-07,0,1,1,1,1,0.182,0,10481
6.08022426164943e-06,1.66381688607613e-07,0,1,1,1,1,0.182,0,10482
6.08022426164943e-06,1.72258596539879e-07,0,1,1,1,1,0.182,0,10483
6.08022426164943e-06,1.78343087693191e-07,0,1,1,1,1,0.182,0,10484
6.08022426164943e-06,1.84642494289554e-07,0,1,1,1,1,0.182,0,10485
6.08022426164943e-06,1.9116440753857e-07,0,1,1,1,1,0.182,0,10486
6.08022426164943e-06,1.97916686785356e-07,0,1,1,1,1,0.182,0,10487
6.08022426164943e-06,2.04907468981585e-07,0,1,1,1,1,0.182,0,10488
6.08022426164943e-06,2.12145178491063e-07,0,1,1,1,1,0.182,0,10489
6.08022426164943e-06,2.19638537241655e-07,0,1,1,1,1,0.182,0,10490
6.08022426164943e-06,2.27396575235793e-07,0,1,1,1,1,0.182,0,10491
6.08022426164943e-06,2.35428641432242e-07,0,1,1,1,1,0.182,0,10492
6.08022426164943e-06,2.43744415012222e-07,0,1,1,1,1,0.182,0,10493
6.08022426164943e-06,2.52353917043477e-07,0,1,1,1,1,0.182,0,10494
6.08022426164943e-06,2.61267522556333e-07,0,1,1,1,1,0.182,0,10495
6.08022426164943e-06,2.70495973046314e-07,0,1,1,1,1,0.182,0,10496
6.08022426164943e-06,2.80050389418363e-07,0,1,1,1,1,0.182,0,10497
6.08022426164943e-06,2.89942285388288e-07,0,1,1,1,1,0.182,0,10498
6.08022426164943e-06,3.00183581357559e-07,0,1,1,1,1,0.182,0,10499
6.08022426164943e-06,3.10786618778201e-07,0,1,1,1,1,0.182,0,10500
6.08022426164943e-06,3.21764175025074e-07,0,1,1,1,1,0.182,0,10501
6.08022426164943e-06,3.33129478793467e-07,0,1,1,1,1,0.182,0,10502
6.08022426164943e-06,3.44896226040576e-07,0,1,1,1,1,0.182,0,10503
6.08022426164943e-06,3.57078596490046e-07,0,1,1,1,1,0.182,0,10504
6.08022426164943e-06,3.69691270719502e-07,0,1,1,1,1,0.182,0,10505
6.08022426164943e-06,3.82749447851632e-07,0,1,1,1,1,0.182,0,10506
6.08022426164943e-06,3.96268863870148e-07,0,1,1,1,1,0.182,0,10507
6.08022426164943e-06,4.10265810582719e-07,0,1,1,1,1,0.182,0,10508
6.08022426164943e-06,4.24757155253689e-07,0,1,1,1,1,0.182,0,10509
6.08022426164943e-06,4.39760360930272e-07,0,1,1,1,1,0.182,0,10510
6.08022426164943e-06,4.55293507486695e-07,0,1,1,1,1,0.182,0,10511
6.08022426164943e-06,4.71375313411673e-07,0,1,1,1,1,0.182,0,10512
6.08022426164943e-06,4.88025158365443e-07,0,1,1,1,1,0.182,0,10513
6.08022426164943e-06,5.05263106533568e-07,0,1,1,1,1,0.182,0,10514
6.08022426164943e-06,5.23109930805626e-07,0,1,1,1,1,0.182,0,10515
6.08022426164943e-06,5.41587137807948e-07,0,1,1,1,1,0.182,0,10516
6.08022426164943e-06,5.60716993820546e-07,0,1,1,1,1,0.182,0,10517
6.08022426164943e-06,5.8052255160949e-07,0,1,1,1,1,0.182,0,10518
6.08022426164943e-06,6.01027678207039e-07,0,1,1,1,1,0.182,0,10519
6.08022426164943e-06,6.22257083673023e-07,0,1,1,1,1,0.182,0,10520
6.08022426164943e-06,6.44236350872137e-07,0,1,1,1,1,0.182,0,10521
6.08022426164943e-06,6.66991966303011e-07,0,1,1,1,1,0.182,0,10522
6.08022426164943e-06,6.90551352016233e-07,0,1,1,1,1,0.182,0,10523
6.08022426164943e-06,7.14942898659758e-07,0,1,1,1,1,0.182,0,10524
6.08022426164943e-06,7.40195999691565e-07,0,1,1,1,1,0.182,0,10525
6.08022426164943e-06,7.66341086800746e-07,0,1,1,1,1,0.182,0,10526
6.08022426164943e-06,7.93409666579749e-07,0,1,1,1,1,0.182,0,10527
6.08022426164943e-06,8.21434358491942e-07,0,1,1,1,1,0.182,0,10528
6.08022426164943e-06,8.50448934180267e-07,0,1,1,1,1,0.182,0,10529
6.08022426164943e-06,8.80488358164346e-07,0,1,1,1,1,0.182,0,10530
6.08022426164943e-06,9.11588829975082e-07,0,1,1,1,1,0.182,0,10531
6.08022426164943e-06,9.43787827777539e-07,0,1,1,1,1,0.182,0,10532
6.08022426164943e-06,9.7712415353465e-07,0,1,1,1,1,0.182,0,10533
6.08022426164943e-06,1.01163797976621e-06,0,1,1,1,1,0.182,0,10534
6.08022426164943e-06,1.04737089795945e-06,0,1,1,1,1,0.182,0,10535
6.08022426164943e-06,1.08436596868961e-06,0,1,1,1,1,0.182,0,10536
6.08022426164943e-06,1.12266777351081e-06,0,1,1,1,1,0.182,0,10537
6.08022426164943e-06,1.16232246867985e-06,0,1,1,1,1,0.182,0,10538
6.08022426164943e-06,1.20337784077759e-06,0,1,1,1,1,0.182,0,10539
6.08022426164943e-06,1.24588336429501e-06,0,1,1,1,1,0.182,0,10540
6.08022426164943e-06,1.28989026125331e-06,0,1,1,1,1,0.182,0,10541
6.08022426164943e-06,1.3354515629299e-06,0,1,1,1,1,0.182,0,10542
6.08022426164943e-06,1.38262217376466e-06,0,1,1,1,1,0.182,0,10543
6.08022426164943e-06,1.43145893752348e-06,0,1,1,1,1,0.182,0,10544
6.08022426164943e-06,1.48202070579886e-06,0,1,1,1,1,0.182,0,10545
6.08022426164943e-06,1.53436840893001e-06,0,1,1,1,1,0.182,0,10546
6.08022426164943e-06,1.58856512942805e-06,0,1,1,1,1,0.182,0,10547
6.08022426164943e-06,1.64467617799466e-06,0,1,1,1,1,0.182,0,10548
6.08022426164943e-06,1.7027691722259e-06,0,1,1,1,1,0.182,0,10549
6.08022426164943e-06,1.76291411809595e-06,0,1,1,1,1,0.182,0,10550
6.08022426164943e-06,1.82518349431904e-06,0,1,1,1,1,0.182,0,10551
6.08022426164943e-06,1.88965233969121e-06,0,1,1,1,1,0.182,0,10552
6.08022426164943e-06,1.95639834351706e-06,0,1,1,1,1,0.182,0,10553
6.08022426164943e-06,2.02550193923067e-06,0,1,1,1,1,0.182,0,10554
6.08022426164943e-06,2.09704640132323e-06,0,1,1,1,1,0.182,0,10555
6.08022426164943e-06,2.1711179456945e-06,0,1,1,1,1,0.182,0,10556
6.08022426164943e-06,2.24780583354873e-06,0,1,1,1,1,0.182,0,10557
6.08022426164943e-06,2.32720247896041e-06,0,1,1,1,1,0.182,0,10558
6.08022426164943e-06,2.40940356023953e-06,0,1,1,1,1,0.182,0,10559
6.08022426164943e-06,2.49450813523032e-06,0,1,1,1,1,0.182,0,10560
6.08022426164943e-06,2.58261876068267e-06,0,1,1,1,1,0.182,0,10561
6.08022426164943e-06,2.67384161583994e-06,0,1,1,1,1,0.182,0,10562
6.08022426164943e-06,2.76828663039207e-06,0,1,1,1,1,0.182,0,10563
6.08022426164943e-06,2.86606761694825e-06,0,1,1,1,1,0.182,0,10564
6.08022426164943e-06,2.96730240818887e-06,0,1,1,1,1,0.182,0,10565
6.08022426164943e-06,3.07211299886176e-06,0,1,1,1,1,0.182,0,10566
6.08022426164943e-06,3.18062569279412e-06,0,1,1,1,1,0.182,0,10567
6.08022426164943e-06,3.29297125509715e-06,0,1,1,1,1,0.182,0,10568
6.08022426164943e-06,3.40928506974681e-06,0,1,1,1,1,0.182,0,10569
6.08022426164943e-06,3.52970730273065e-06,0,1,1,1,1,0.182,0,10570
6.08022426164943e-06,3.65438307095726e-06,0,1,1,1,1,0.182,0,10571
6.08022426164943e-06,3.78346261713193e-06,0,1,1,1,1,0.182,0,10572
6.08022426164943e-06,3.91710149080926e-06,0,1,1,1,1,0.182,0,10573
6.08022426164943e-06,4.05546073584083e-06,0,1,1,1,1,0.182,0,10574
6.08022426164943e-06,4.19870708444391e-06,0,1,1,1,1,0.182,0,10575
6.08022426164943e-06,4.34701315812503e-06,0,1,1,1,1,0.182,0,10576
6.08022426164943e-06,4.5005576757005e-06,0,1,1,1,1,0.182,0,10577
6.08022426164943e-06,4.65952566866469e-06,0,1,1,1,1,0.182,0,10578
6.08022426164943e-06,4.82410870416537e-06,0,1,1,1,1,0.182,0,10579
6.08022426164943e-06,4.99450511585514e-06,0,1,1,1,1,0.182,0,10580
6.08022426164943e-06,5.17092024289675e-06,0,1,1,1,1,0.182,0,10581
6.08022426164943e-06,5.35356667741072e-06,0,1,1,1,1,0.182,0,10582
6.08022426164943e-06,5.54266452066311e-06,0,1,1,1,1,0.182,0,10583
6.08022426164943e-06,5.73844164830239e-06,0,1,1,1,1,0.182,0,10584
6.08022426164943e-06,5.94113398496504e-06,0,1,1,1,1,0.182,0,10585
6.08022426164943e-06,6.1509857885805e-06,0,1,1,1,1,0.182,0,10586
6.08022426164943e-06,6.36824994471859e-06,0,1,1,1,1,0.182,0,10587
6.08022426164943e-06,6.59318827133354e-06,0,1,1,1,1,0.182,0,10588
6.08022426164943e-06,6.82607183427238e-06,0,1,1,1,1,0.182,0,10589
6.08022426164943e-06,7.06718127392749e-06,0,1,1,1,1,0.182,0,10590
6.08022426164943e-06,7.31680714342721e-06,0,1,1,1,1,0.182,0,10591
6.08022426164943e-06,7.57525025877192e-06,0,1,1,1,1,0.182,0,10592
6.08022426164943e-06,7.84282206133768e-06,0,1,1,1,1,0.182,0,10593
6.08022426164943e-06,8.11984499318401e-06,0,1,1,1,1,0.182,0,10594
6.08022426164943e-06,8.40665288561832e-06,0,1,1,1,1,0.182,0,10595
6.08022426164943e-06,8.70359136148517e-06,0,1,1,1,1,0.182,0,10596
6.08022426164943e-06,9.01101825166502e-06,0,1,1,1,1,0.182,0,10597
6.08022426164943e-06,9.3293040262847e-06,0,1,1,1,1,0.182,0,10598
6.08022426164943e-06,9.65883224115871e-06,0,1,1,1,1,0.182,0,10599
6.08022426164943e-06,1e-05,0,1,1,1,1,0.182,0,10600
6.29498899022189e-06,1e-08,0,1,1,1,1,0.182,0,10601
6.29498899022189e-06,1.03532184329566e-08,0,1,1,1,1,0.182,0,10602
6.29498899022189e-06,1.07189131920513e-08,0,1,1,1,1,0.182,0,10603
6.29498899022189e-06,1.10975249641207e-08,0,1,1,1,1,0.182,0,10604
6.29498899022189e-06,1.14895100018731e-08,0,1,1,1,1,0.182,0,10605
6.29498899022189e-06,1.18953406737032e-08,0,1,1,1,1,0.182,0,10606
6.29498899022189e-06,1.23155060329283e-08,0,1,1,1,1,0.182,0,10607
6.29498899022189e-06,1.27505124071301e-08,0,1,1,1,1,0.182,0,10608
6.29498899022189e-06,1.32008840083142e-08,0,1,1,1,1,0.182,0,10609
6.29498899022189e-06,1.36671635646201e-08,0,1,1,1,1,0.182,0,10610
6.29498899022189e-06,1.41499129743458e-08,0,1,1,1,1,0.182,0,10611
6.29498899022189e-06,1.46497139830728e-08,0,1,1,1,1,0.182,0,10612
6.29498899022189e-06,1.51671688847092e-08,0,1,1,1,1,0.182,0,10613
6.29498899022189e-06,1.57029012472938e-08,0,1,1,1,1,0.182,0,10614
6.29498899022189e-06,1.62575566644379e-08,0,1,1,1,1,0.182,0,10615
6.29498899022189e-06,1.68318035333096e-08,0,1,1,1,1,0.182,0,10616
6.29498899022189e-06,1.74263338600965e-08,0,1,1,1,1,0.182,0,10617
6.29498899022189e-06,1.80418640939207e-08,0,1,1,1,1,0.182,0,10618
6.29498899022189e-06,1.86791359902078e-08,0,1,1,1,1,0.182,0,10619
6.29498899022189e-06,1.93389175045523e-08,0,1,1,1,1,0.182,0,10620
6.29498899022189e-06,2.00220037181558e-08,0,1,1,1,1,0.182,0,10621
6.29498899022189e-06,2.07292177959537e-08,0,1,1,1,1,0.182,0,10622
6.29498899022189e-06,2.14614119785841e-08,0,1,1,1,1,0.182,0,10623
6.29498899022189e-06,2.22194686093952e-08,0,1,1,1,1,0.182,0,10624
6.29498899022189e-06,2.30043011977292e-08,0,1,1,1,1,0.182,0,10625
6.29498899022189e-06,2.38168555197616e-08,0,1,1,1,1,0.182,0,10626
6.29498899022189e-06,2.4658110758226e-08,0,1,1,1,1,0.182,0,10627
6.29498899022189e-06,2.55290806823952e-08,0,1,1,1,1,0.182,0,10628
6.29498899022189e-06,2.6430814869741e-08,0,1,1,1,1,0.182,0,10629
6.29498899022189e-06,2.73643999707467e-08,0,1,1,1,1,0.182,0,10630
6.29498899022189e-06,2.83309610183932e-08,0,1,1,1,1,0.182,0,10631
6.29498899022189e-06,2.93316627839004e-08,0,1,1,1,1,0.182,0,10632
6.29498899022189e-06,3.03677111803546e-08,0,1,1,1,1,0.182,0,10633
6.29498899022189e-06,3.1440354715915e-08,0,1,1,1,1,0.182,0,10634
6.29498899022189e-06,3.25508859983506e-08,0,1,1,1,1,0.182,0,10635
6.29498899022189e-06,3.37006432927192e-08,0,1,1,1,1,0.182,0,10636
6.29498899022189e-06,3.48910121340677e-08,0,1,1,1,1,0.182,0,10637
6.29498899022189e-06,3.61234269970943e-08,0,1,1,1,1,0.182,0,10638
6.29498899022189e-06,3.7399373024788e-08,0,1,1,1,1,0.182,0,10639
6.29498899022189e-06,3.87203878181256e-08,0,1,1,1,1,0.182,0,10640
6.29498899022189e-06,4.00880632889846e-08,0,1,1,1,1,0.182,0,10641
6.29498899022189e-06,4.15040475785047e-08,0,1,1,1,1,0.182,0,10642
6.29498899022189e-06,4.29700470432084e-08,0,1,1,1,1,0.182,0,10643
6.29498899022189e-06,4.44878283112759e-08,0,1,1,1,1,0.182,0,10644
6.29498899022189e-06,4.6059220411451e-08,0,1,1,1,1,0.182,0,10645
6.29498899022189e-06,4.76861169771447e-08,0,1,1,1,1,0.182,0,10646
6.29498899022189e-06,4.937047852839e-08,0,1,1,1,1,0.182,0,10647
6.29498899022189e-06,5.11143348344017e-08,0,1,1,1,1,0.182,0,10648
6.29498899022189e-06,5.29197873595844e-08,0,1,1,1,1,0.182,0,10649
6.29498899022189e-06,5.47890117959395e-08,0,1,1,1,1,0.182,0,10650
6.29498899022189e-06,5.67242606849198e-08,0,1,1,1,1,0.182,0,10651
6.29498899022189e-06,5.87278661318948e-08,0,1,1,1,1,0.182,0,10652
6.29498899022189e-06,6.08022426164943e-08,0,1,1,1,1,0.182,0,10653
6.29498899022189e-06,6.29498899022189e-08,0,1,1,1,1,0.182,0,10654
6.29498899022189e-06,6.51733960488242e-08,0,1,1,1,1,0.182,0,10655
6.29498899022189e-06,6.7475440531107e-08,0,1,1,1,1,0.182,0,10656
6.29498899022189e-06,6.98587974678525e-08,0,1,1,1,1,0.182,0,10657
6.29498899022189e-06,7.23263389648353e-08,0,1,1,1,1,0.182,0,10658
6.29498899022189e-06,7.48810385759003e-08,0,1,1,1,1,0.182,0,10659
6.29498899022189e-06,7.75259748862946e-08,0,1,1,1,1,0.182,0,10660
6.29498899022189e-06,8.02643352225717e-08,0,1,1,1,1,0.182,0,10661
6.29498899022189e-06,8.30994194935339e-08,0,1,1,1,1,0.182,0,10662
6.29498899022189e-06,8.60346441668451e-08,0,1,1,1,1,0.182,0,10663
6.29498899022189e-06,8.90735463861044e-08,0,1,1,1,1,0.182,0,10664
6.29498899022189e-06,9.22197882333432e-08,0,1,1,1,1,0.182,0,10665
6.29498899022189e-06,9.54771611420807e-08,0,1,1,1,1,0.182,0,10666
6.29498899022189e-06,9.88495904662559e-08,0,1,1,1,1,0.182,0,10667
6.29498899022189e-06,1.02341140210545e-07,0,1,1,1,1,0.182,0,10668
6.29498899022189e-06,1.05956017927761e-07,0,1,1,1,1,0.182,0,10669
6.29498899022189e-06,1.09698579789238e-07,0,1,1,1,1,0.182,0,10670
6.29498899022189e-06,1.13573335834311e-07,0,1,1,1,1,0.182,0,10671
6.29498899022189e-06,1.17584955405216e-07,0,1,1,1,1,0.182,0,10672
6.29498899022189e-06,1.21738272773966e-07,0,1,1,1,1,0.182,0,10673
6.29498899022189e-06,1.26038292967973e-07,0,1,1,1,1,0.182,0,10674
6.29498899022189e-06,1.3049019780144e-07,0,1,1,1,1,0.182,0,10675
6.29498899022189e-06,1.35099352119803e-07,0,1,1,1,1,0.182,0,10676
6.29498899022189e-06,1.39871310264724e-07,0,1,1,1,1,0.182,0,10677
6.29498899022189e-06,1.44811822767453e-07,0,1,1,1,1,0.182,0,10678
6.29498899022189e-06,1.49926843278605e-07,0,1,1,1,1,0.182,0,10679
6.29498899022189e-06,1.55222535742705e-07,0,1,1,1,1,0.182,0,10680
6.29498899022189e-06,1.60705281826164e-07,0,1,1,1,1,0.182,0,10681
6.29498899022189e-06,1.66381688607613e-07,0,1,1,1,1,0.182,0,10682
6.29498899022189e-06,1.72258596539879e-07,0,1,1,1,1,0.182,0,10683
6.29498899022189e-06,1.78343087693191e-07,0,1,1,1,1,0.182,0,10684
6.29498899022189e-06,1.84642494289554e-07,0,1,1,1,1,0.182,0,10685
6.29498899022189e-06,1.9116440753857e-07,0,1,1,1,1,0.182,0,10686
6.29498899022189e-06,1.97916686785356e-07,0,1,1,1,1,0.182,0,10687
6.29498899022189e-06,2.04907468981585e-07,0,1,1,1,1,0.182,0,10688
6.29498899022189e-06,2.12145178491063e-07,0,1,1,1,1,0.182,0,10689
6.29498899022189e-06,2.19638537241655e-07,0,1,1,1,1,0.182,0,10690
6.29498899022189e-06,2.27396575235793e-07,0,1,1,1,1,0.182,0,10691
6.29498899022189e-06,2.35428641432242e-07,0,1,1,1,1,0.182,0,10692
6.29498899022189e-06,2.43744415012222e-07,0,1,1,1,1,0.182,0,10693
6.29498899022189e-06,2.52353917043477e-07,0,1,1,1,1,0.182,0,10694
6.29498899022189e-06,2.61267522556333e-07,0,1,1,1,1,0.182,0,10695
6.29498899022189e-06,2.70495973046314e-07,0,1,1,1,1,0.182,0,10696
6.29498899022189e-06,2.80050389418363e-07,0,1,1,1,1,0.182,0,10697
6.29498899022189e-06,2.89942285388288e-07,0,1,1,1,1,0.182,0,10698
6.29498899022189e-06,3.00183581357559e-07,0,1,1,1,1,0.182,0,10699
6.29498899022189e-06,3.10786618778201e-07,0,1,1,1,1,0.182,0,10700
6.29498899022189e-06,3.21764175025074e-07,0,1,1,1,1,0.182,0,10701
6.29498899022189e-06,3.33129478793467e-07,0,1,1,1,1,0.182,0,10702
6.29498899022189e-06,3.44896226040576e-07,0,1,1,1,1,0.182,0,10703
6.29498899022189e-06,3.57078596490046e-07,0,1,1,1,1,0.182,0,10704
6.29498899022189e-06,3.69691270719502e-07,0,1,1,1,1,0.182,0,10705
6.29498899022189e-06,3.82749447851632e-07,0,1,1,1,1,0.182,0,10706
6.29498899022189e-06,3.96268863870148e-07,0,1,1,1,1,0.182,0,10707
6.29498899022189e-06,4.10265810582719e-07,0,1,1,1,1,0.182,0,10708
6.29498899022189e-06,4.24757155253689e-07,0,1,1,1,1,0.182,0,10709
6.29498899022189e-06,4.39760360930272e-07,0,1,1,1,1,0.182,0,10710
6.29498899022189e-06,4.55293507486695e-07,0,1,1,1,1,0.182,0,10711
6.29498899022189e-06,4.71375313411673e-07,0,1,1,1,1,0.182,0,10712
6.29498899022189e-06,4.88025158365443e-07,0,1,1,1,1,0.182,0,10713
6.29498899022189e-06,5.05263106533568e-07,0,1,1,1,1,0.182,0,10714
6.29498899022189e-06,5.23109930805626e-07,0,1,1,1,1,0.182,0,10715
6.29498899022189e-06,5.41587137807948e-07,0,1,1,1,1,0.182,0,10716
6.29498899022189e-06,5.60716993820546e-07,0,1,1,1,1,0.182,0,10717
6.29498899022189e-06,5.8052255160949e-07,0,1,1,1,1,0.182,0,10718
6.29498899022189e-06,6.01027678207039e-07,0,1,1,1,1,0.182,0,10719
6.29498899022189e-06,6.22257083673023e-07,0,1,1,1,1,0.182,0,10720
6.29498899022189e-06,6.44236350872137e-07,0,1,1,1,1,0.182,0,10721
6.29498899022189e-06,6.66991966303011e-07,0,1,1,1,1,0.182,0,10722
6.29498899022189e-06,6.90551352016233e-07,0,1,1,1,1,0.182,0,10723
6.29498899022189e-06,7.14942898659758e-07,0,1,1,1,1,0.182,0,10724
6.29498899022189e-06,7.40195999691565e-07,0,1,1,1,1,0.182,0,10725
6.29498899022189e-06,7.66341086800746e-07,0,1,1,1,1,0.182,0,10726
6.29498899022189e-06,7.93409666579749e-07,0,1,1,1,1,0.182,0,10727
6.29498899022189e-06,8.21434358491942e-07,0,1,1,1,1,0.182,0,10728
6.29498899022189e-06,8.50448934180267e-07,0,1,1,1,1,0.182,0,10729
6.29498899022189e-06,8.80488358164346e-07,0,1,1,1,1,0.182,0,10730
6.29498899022189e-06,9.11588829975082e-07,0,1,1,1,1,0.182,0,10731
6.29498899022189e-06,9.43787827777539e-07,0,1,1,1,1,0.182,0,10732
6.29498899022189e-06,9.7712415353465e-07,0,1,1,1,1,0.182,0,10733
6.29498899022189e-06,1.01163797976621e-06,0,1,1,1,1,0.182,0,10734
6.29498899022189e-06,1.04737089795945e-06,0,1,1,1,1,0.182,0,10735
6.29498899022189e-06,1.08436596868961e-06,0,1,1,1,1,0.182,0,10736
6.29498899022189e-06,1.12266777351081e-06,0,1,1,1,1,0.182,0,10737
6.29498899022189e-06,1.16232246867985e-06,0,1,1,1,1,0.182,0,10738
6.29498899022189e-06,1.20337784077759e-06,0,1,1,1,1,0.182,0,10739
6.29498899022189e-06,1.24588336429501e-06,0,1,1,1,1,0.182,0,10740
6.29498899022189e-06,1.28989026125331e-06,0,1,1,1,1,0.182,0,10741
6.29498899022189e-06,1.3354515629299e-06,0,1,1,1,1,0.182,0,10742
6.29498899022189e-06,1.38262217376466e-06,0,1,1,1,1,0.182,0,10743
6.29498899022189e-06,1.43145893752348e-06,0,1,1,1,1,0.182,0,10744
6.29498899022189e-06,1.48202070579886e-06,0,1,1,1,1,0.182,0,10745
6.29498899022189e-06,1.53436840893001e-06,0,1,1,1,1,0.182,0,10746
6.29498899022189e-06,1.58856512942805e-06,0,1,1,1,1,0.182,0,10747
6.29498899022189e-06,1.64467617799466e-06,0,1,1,1,1,0.182,0,10748
6.29498899022189e-06,1.7027691722259e-06,0,1,1,1,1,0.182,0,10749
6.29498899022189e-06,1.76291411809595e-06,0,1,1,1,1,0.182,0,10750
6.29498899022189e-06,1.82518349431904e-06,0,1,1,1,1,0.182,0,10751
6.29498899022189e-06,1.88965233969121e-06,0,1,1,1,1,0.182,0,10752
6.29498899022189e-06,1.95639834351706e-06,0,1,1,1,1,0.182,0,10753
6.29498899022189e-06,2.02550193923067e-06,0,1,1,1,1,0.182,0,10754
6.29498899022189e-06,2.09704640132323e-06,0,1,1,1,1,0.182,0,10755
6.29498899022189e-06,2.1711179456945e-06,0,1,1,1,1,0.182,0,10756
6.29498899022189e-06,2.24780583354873e-06,0,1,1,1,1,0.182,0,10757
6.29498899022189e-06,2.32720247896041e-06,0,1,1,1,1,0.182,0,10758
6.29498899022189e-06,2.40940356023953e-06,0,1,1,1,1,0.182,0,10759
6.29498899022189e-06,2.49450813523032e-06,0,1,1,1,1,0.182,0,10760
6.29498899022189e-06,2.58261876068267e-06,0,1,1,1,1,0.182,0,10761
6.29498899022189e-06,2.67384161583994e-06,0,1,1,1,1,0.182,0,10762
6.29498899022189e-06,2.76828663039207e-06,0,1,1,1,1,0.182,0,10763
6.29498899022189e-06,2.86606761694825e-06,0,1,1,1,1,0.182,0,10764
6.29498899022189e-06,2.96730240818887e-06,0,1,1,1,1,0.182,0,10765
6.29498899022189e-06,3.07211299886176e-06,0,1,1,1,1,0.182,0,10766
6.29498899022189e-06,3.18062569279412e-06,0,1,1,1,1,0.182,0,10767
6.29498899022189e-06,3.29297125509715e-06,0,1,1,1,1,0.182,0,10768
6.29498899022189e-06,3.40928506974681e-06,0,1,1,1,1,0.182,0,10769
6.29498899022189e-06,3.52970730273065e-06,0,1,1,1,1,0.182,0,10770
6.29498899022189e-06,3.65438307095726e-06,0,1,1,1,1,0.182,0,10771
6.29498899022189e-06,3.78346261713193e-06,0,1,1,1,1,0.182,0,10772
6.29498899022189e-06,3.91710149080926e-06,0,1,1,1,1,0.182,0,10773
6.29498899022189e-06,4.05546073584083e-06,0,1,1,1,1,0.182,0,10774
6.29498899022189e-06,4.19870708444391e-06,0,1,1,1,1,0.182,0,10775
6.29498899022189e-06,4.34701315812503e-06,0,1,1,1,1,0.182,0,10776
6.29498899022189e-06,4.5005576757005e-06,0,1,1,1,1,0.182,0,10777
6.29498899022189e-06,4.65952566866469e-06,0,1,1,1,1,0.182,0,10778
6.29498899022189e-06,4.82410870416537e-06,0,1,1,1,1,0.182,0,10779
6.29498899022189e-06,4.99450511585514e-06,0,1,1,1,1,0.182,0,10780
6.29498899022189e-06,5.17092024289675e-06,0,1,1,1,1,0.182,0,10781
6.29498899022189e-06,5.35356667741072e-06,0,1,1,1,1,0.182,0,10782
6.29498899022189e-06,5.54266452066311e-06,0,1,1,1,1,0.182,0,10783
6.29498899022189e-06,5.73844164830239e-06,0,1,1,1,1,0.182,0,10784
6.29498899022189e-06,5.94113398496504e-06,0,1,1,1,1,0.182,0,10785
6.29498899022189e-06,6.1509857885805e-06,0,1,1,1,1,0.182,0,10786
6.29498899022189e-06,6.36824994471859e-06,0,1,1,1,1,0.182,0,10787
6.29498899022189e-06,6.59318827133354e-06,0,1,1,1,1,0.182,0,10788
6.29498899022189e-06,6.82607183427238e-06,0,1,1,1,1,0.182,0,10789
6.29498899022189e-06,7.06718127392749e-06,0,1,1,1,1,0.182,0,10790
6.29498899022189e-06,7.31680714342721e-06,0,1,1,1,1,0.182,0,10791
6.29498899022189e-06,7.57525025877192e-06,0,1,1,1,1,0.182,0,10792
6.29498899022189e-06,7.84282206133768e-06,0,1,1,1,1,0.182,0,10793
6.29498899022189e-06,8.11984499318401e-06,0,1,1,1,1,0.182,0,10794
6.29498899022189e-06,8.40665288561832e-06,0,1,1,1,1,0.182,0,10795
6.29498899022189e-06,8.70359136148517e-06,0,1,1,1,1,0.182,0,10796
